zipcode,state,total_population,total_properties,fema_properties_at_risk_2020_total,fema_properties_at_risk_2020_pct,fs_properties_at_risk_2020_total,fs_properties_at_risk_2020_pct,fs_properties_at_risk_2035_total,fs_properties_at_risk_2035_pct,fs_properties_at_risk_2050_total,fs_properties_at_risk_2050_pct,fs_fema_difference_2020_total,fs_fema_difference_2020_pct,gisjoin,year,name_e,white_pop,black_pop,white_pct,black_pct
42079,ky,1555,1490,46,3.1,122,8.2,123,8.3,124,8.3,76,165.2,G42079,2014-2018,ZCTA5 42079,1322,20,85.016077170418,1.2861736334405145
38311,tn,849,1685,370,22,446,26.5,446,26.5,446,26.5,76,20.5,G38311,2014-2018,ZCTA5 38311,797,37,93.87514723203769,4.358068315665489
24871,wv,241,408,172,42.2,248,60.8,248,60.8,249,61,76,44.2,G24871,2014-2018,ZCTA5 24871,241,0,100,0
26167,wv,1017,795,106,13.3,182,22.9,182,22.9,183,23,76,71.7,G26167,2014-2018,ZCTA5 26167,1017,0,100,0
26275,wv,515,480,29,6,105,21.9,104,21.7,104,21.7,76,262.1,G26275,2014-2018,ZCTA5 26275,497,0,96.50485436893204,0
49620,mi,2707,2059,0,0,76,3.7,80,3.9,85,4.1,76,Inf,G49620,2014-2018,ZCTA5 49620,2607,3,96.3058736608792,0.11082379017362394
80025,co,365,608,21,3.5,97,16,97,16,97,16,76,361.9,G80025,2014-2018,ZCTA5 80025,365,0,100,0
80224,co,19253,2753,6,0.2,82,3,83,3,84,3.1,76,1266.7,G80224,2014-2018,ZCTA5 80224,13593,2611,70.60198410637304,13.561522879551239
80530,co,4460,1978,0,0,76,3.8,77,3.9,78,3.9,76,Inf,G80530,2014-2018,ZCTA5 80530,3867,13,86.70403587443946,0.2914798206278027
81132,co,2994,473,0,0,76,16.1,76,16.1,76,16.1,76,Inf,G81132,2014-2018,ZCTA5 81132,2684,37,89.64595858383433,1.2358049432197729
46260,in,33215,9207,114,1.2,190,2.1,196,2.1,202,2.2,76,66.7,G46260,2014-2018,ZCTA5 46260,18211,9871,54.82763811530935,29.718500677404787
46746,in,4695,3807,248,6.5,324,8.5,330,8.7,337,8.9,76,30.6,G46746,2014-2018,ZCTA5 46746,4627,20,98.55165069222578,0.42598509052183176
46914,in,1484,1479,59,4,135,9.1,136,9.2,136,9.2,76,128.8,G46914,2014-2018,ZCTA5 46914,1363,92,91.84636118598382,6.199460916442049
46979,in,4716,3101,88,2.8,164,5.3,166,5.4,168,5.4,76,86.4,G46979,2014-2018,ZCTA5 46979,4635,0,98.2824427480916,0
55088,mn,1722,1073,12,1.1,88,8.2,88,8.2,88,8.2,76,633.3,G55088,2014-2018,ZCTA5 55088,1697,0,98.54819976771196,0
55409,mn,11674,2465,0,0,76,3.1,76,3.1,77,3.1,76,Inf,G55409,2014-2018,ZCTA5 55409,8591,988,73.59088572897036,8.46325167037862
56170,mn,633,808,2,0.2,78,9.7,78,9.7,78,9.7,76,3800,G56170,2014-2018,ZCTA5 56170,610,0,96.36650868878357,0
56516,mn,273,565,11,1.9,87,15.4,87,15.4,87,15.4,76,690.9,G56516,2014-2018,ZCTA5 56516,264,3,96.7032967032967,1.098901098901099
60935,il,1210,826,0,0,76,9.2,78,9.4,81,9.8,76,Inf,G60935,2014-2018,ZCTA5 60935,1157,13,95.6198347107438,1.0743801652892562
61878,il,1310,1006,13,1.3,89,8.8,92,9.1,94,9.3,76,584.6,G61878,2014-2018,ZCTA5 61878,1272,18,97.09923664122137,1.3740458015267176
61932,il,439,526,23,4.4,99,18.8,100,19,102,19.4,76,330.4,G61932,2014-2018,ZCTA5 61932,426,3,97.03872437357631,0.683371298405467
62360,il,1918,1116,1,0.1,77,6.9,77,6.9,77,6.9,76,7600,G62360,2014-2018,ZCTA5 62360,1918,0,100,0
62571,il,1659,1429,2,0.1,78,5.5,79,5.5,80,5.6,76,3800,G62571,2014-2018,ZCTA5 62571,1619,0,97.58890898131405,0
71838,ar,948,1228,223,18.2,299,24.3,300,24.4,302,24.6,76,34.1,G71838,2014-2018,ZCTA5 71838,344,601,36.28691983122363,63.39662447257384
72628,ar,914,1006,0,0,76,7.6,76,7.6,75,7.5,76,Inf,G72628,2014-2018,ZCTA5 72628,842,0,92.12253829321664,0
64106,mo,9326,2210,2,0.1,78,3.5,79,3.6,80,3.6,76,3800,G64106,2014-2018,ZCTA5 64106,3912,4232,41.94724426334977,45.37851168775467
50128,ia,445,725,58,8,134,18.5,132,18.2,131,18.1,76,131,G50128,2014-2018,ZCTA5 50128,403,0,90.56179775280899,0
84783,ut,849,588,0,0,76,12.9,78,13.3,81,13.8,76,Inf,G84783,2014-2018,ZCTA5 84783,849,0,100,0
74458,ok,94,1632,0,0,76,4.7,76,4.7,76,4.7,76,Inf,G74458,2014-2018,ZCTA5 74458,14,51,14.893617021276595,54.255319148936174
68633,ne,1307,1433,88,6.1,164,11.4,164,11.4,164,11.4,76,86.4,G68633,2014-2018,ZCTA5 68633,1301,5,99.54093343534812,0.38255547054322875
68740,ne,1118,755,19,2.5,95,12.6,95,12.6,95,12.6,76,400,G68740,2014-2018,ZCTA5 68740,1095,0,97.94275491949911,0
69022,ne,1809,2166,157,7.2,233,10.8,230,10.6,228,10.5,76,48.4,G69022,2014-2018,ZCTA5 69022,1769,2,97.78883360972914,0.11055831951354339
58218,nd,953,1226,88,7.2,164,13.4,164,13.4,164,13.4,76,86.4,G58218,2014-2018,ZCTA5 58218,908,0,95.27806925498426,0
58439,nd,110,562,0,0,76,13.5,77,13.7,78,13.9,76,Inf,G58439,2014-2018,ZCTA5 58439,110,0,100,0
58528,nd,785,1573,84,5.3,160,10.2,160,10.2,160,10.2,76,90.5,G58528,2014-2018,ZCTA5 58528,30,0,3.821656050955414,0
59071,mt,179,506,57,11.3,133,26.3,136,26.9,138,27.3,76,133.3,G59071,2014-2018,ZCTA5 59071,179,0,100,0
43439,oh,53,78,1,1.3,77,98.7,77,98.7,77,98.7,76,7600,G43439,2014-2018,ZCTA5 43439,53,0,100,0
44408,oh,10043,6479,171,2.6,247,3.8,252,3.9,256,4,76,44.4,G44408,2014-2018,ZCTA5 44408,9873,22,98.30727870158319,0.21905805038335158
45162,oh,2666,1459,13,0.9,89,6.1,90,6.2,91,6.2,76,584.6,G45162,2014-2018,ZCTA5 45162,2604,17,97.67441860465117,0.6376594148537135
54560,wi,549,1755,0,0,76,4.3,77,4.4,78,4.4,76,Inf,G54560,2014-2018,ZCTA5 54560,540,6,98.36065573770492,1.092896174863388
66415,ks,926,913,39,4.3,115,12.6,116,12.7,116,12.7,76,194.9,G66415,2014-2018,ZCTA5 66415,899,5,97.0842332613391,0.5399568034557235
66534,ks,3678,2458,34,1.4,110,4.5,110,4.5,110,4.5,76,223.5,G66534,2014-2018,ZCTA5 66534,3562,17,96.84611201740076,0.4622077215878195
67490,ks,942,1274,40,3.1,116,9.1,116,9.1,116,9.1,76,190,G67490,2014-2018,ZCTA5 67490,903,7,95.85987261146497,0.7430997876857749
67521,ks,126,652,0,0,76,11.7,76,11.7,76,11.7,76,Inf,G67521,2014-2018,ZCTA5 67521,126,0,100,0
06455,ct,3171,1843,39,2.1,115,6.2,118,6.4,120,6.5,76,194.9,G06455,2014-2018,ZCTA5 06455,3079,4,97.09870703248187,0.1261431725007884
06755,ct,1050,566,26,4.6,102,18,104,18.4,105,18.6,76,292.3,G06755,2014-2018,ZCTA5 06755,940,0,89.52380952380952,0
04289,me,2259,1184,65,5.5,141,11.9,143,12.1,145,12.2,76,116.9,G04289,2014-2018,ZCTA5 04289,2172,0,96.14873837981408,0
04921,me,1581,1051,13,1.2,89,8.5,92,8.8,94,8.9,76,584.6,G04921,2014-2018,ZCTA5 04921,1412,16,89.31056293485136,1.0120177103099304
02035,ma,17535,5944,237,4,313,5.3,326,5.5,338,5.7,76,32.1,G02035,2014-2018,ZCTA5 02035,15774,919,89.95722840034217,5.240946678072427
29037,sc,614,1216,29,2.4,105,8.6,108,8.9,110,9,76,262.1,G29037,2014-2018,ZCTA5 29037,422,166,68.72964169381108,27.035830618892508
29321,sc,3194,1588,20,1.3,96,6,97,6.1,98,6.2,76,380,G29321,2014-2018,ZCTA5 29321,2522,535,78.96055103318723,16.750156543519097
29372,sc,4164,2598,6,0.2,82,3.2,86,3.3,91,3.5,76,1266.7,G29372,2014-2018,ZCTA5 29372,3215,821,77.20941402497598,19.716618635926995
29684,sc,3915,2938,22,0.7,98,3.3,104,3.5,111,3.8,76,345.5,G29684,2014-2018,ZCTA5 29684,3404,289,86.94763729246488,7.381864623243934
35540,al,2436,1900,4,0.2,80,4.2,80,4.2,81,4.3,76,1900,G35540,2014-2018,ZCTA5 35540,2422,0,99.42528735632185,0
77564,tx,1678,1721,73,4.2,149,8.7,156,9.1,163,9.5,76,104.1,G77564,2014-2018,ZCTA5 77564,1671,7,99.58283671036949,0.4171632896305125
79839,tx,2057,1285,28,2.2,104,8.1,106,8.2,107,8.3,76,271.4,G79839,2014-2018,ZCTA5 79839,1509,16,73.35926105979581,0.7778317938745746
30259,ga,2886,1839,14,0.8,90,4.9,91,4.9,92,5,76,542.9,G30259,2014-2018,ZCTA5 30259,2559,198,88.66943866943868,6.860706860706861
31047,ga,14625,6688,169,2.5,245,3.7,250,3.7,256,3.8,76,45,G31047,2014-2018,ZCTA5 31047,10640,2656,72.75213675213675,18.16068376068376
97357,or,174,362,17,4.7,93,25.7,96,26.5,99,27.3,76,447.1,G97357,2014-2018,ZCTA5 97357,158,0,90.80459770114942,0
97904,or,238,505,41,8.1,117,23.2,118,23.4,120,23.8,76,185.4,G97904,2014-2018,ZCTA5 97904,236,0,99.15966386554622,0
11972,ny,1171,886,2,0.2,78,8.8,81,9.1,84,9.5,76,3800,G11972,2014-2018,ZCTA5 11972,1052,78,89.83774551665243,6.660973526900086
12431,ny,1129,989,34,3.4,110,11.1,110,11.1,111,11.2,76,223.5,G12431,2014-2018,ZCTA5 12431,1129,0,100,0
12808,ny,328,917,57,6.2,133,14.5,134,14.6,135,14.7,76,133.3,G12808,2014-2018,ZCTA5 12808,312,0,95.1219512195122,0
12952,ny,493,451,14,3.1,90,20,90,20,91,20.2,76,542.9,G12952,2014-2018,ZCTA5 12952,274,190,55.57809330628803,38.5395537525355
12980,ny,1276,1531,58,3.8,134,8.8,138,9,143,9.3,76,131,G12980,2014-2018,ZCTA5 12980,1265,0,99.13793103448276,0
13071,ny,895,585,9,1.5,85,14.5,85,14.5,85,14.5,76,844.4,G13071,2014-2018,ZCTA5 13071,880,0,98.32402234636872,0
13489,ny,679,629,12,1.9,88,14,88,14,88,14,76,633.3,G13489,2014-2018,ZCTA5 13489,595,32,87.62886597938144,4.712812960235641
13774,ny,192,210,37,17.6,113,53.8,113,53.8,113,53.8,76,205.4,G13774,2014-2018,ZCTA5 13774,192,0,100,0
14037,ny,1012,553,3,0.5,79,14.3,80,14.5,80,14.5,76,2533.3,G14037,2014-2018,ZCTA5 14037,1003,0,99.11067193675889,0
99322,wa,201,970,11,1.1,87,9,88,9.1,89,9.2,76,690.9,G99322,2014-2018,ZCTA5 99322,198,0,98.50746268656717,0
27986,nc,2339,998,70,7,146,14.6,148,14.8,149,14.9,76,108.6,G27986,2014-2018,ZCTA5 27986,757,1448,32.36425823001282,61.9067977768277
90061,ca,27646,4775,0,0,76,1.6,76,1.6,77,1.6,76,Inf,G90061,2014-2018,ZCTA5 90061,11859,8815,42.89589814077986,31.885263690949866
94591,ca,55334,17920,396,2.2,472,2.6,479,2.7,486,2.7,76,19.2,G94591,2014-2018,ZCTA5 94591,19918,8938,35.99595185600173,16.152817435934505
94704,ca,29190,1644,0,0,76,4.6,76,4.6,76,4.6,76,Inf,G94704,2014-2018,ZCTA5 94704,13526,1656,46.33778691332648,5.673175745118191
94706,ca,21040,5135,102,2,178,3.5,177,3.4,176,3.4,76,74.5,G94706,2014-2018,ZCTA5 94706,10884,501,51.73003802281369,2.3811787072243344
02857,ri,8733,3796,60,1.6,136,3.6,140,3.7,143,3.8,76,126.7,G02857,2014-2018,ZCTA5 02857,8446,45,96.71361502347418,0.5152868430092752
03282,nh,871,926,89,9.6,165,17.8,166,17.9,167,18,76,85.4,G03282,2014-2018,ZCTA5 03282,855,2,98.1630309988519,0.2296211251435132
20662,md,2994,1800,56,3.1,132,7.3,136,7.6,140,7.8,76,135.7,G20662,2014-2018,ZCTA5 20662,1822,920,60.85504342017368,30.72812291249165
21673,md,3423,1848,44,2.4,120,6.5,176,9.5,233,12.6,76,172.7,G21673,2014-2018,ZCTA5 21673,2636,633,77.00847210049665,18.492550394390886
21727,md,6833,2118,71,3.4,147,6.9,149,7,151,7.1,76,107,G21727,2014-2018,ZCTA5 21727,5899,458,86.33104053856286,6.702765988584809
21874,md,1872,1341,40,3,116,8.7,121,9,126,9.4,76,190,G21874,2014-2018,ZCTA5 21874,1700,130,90.8119658119658,6.944444444444445
15376,pa,1625,1033,16,1.5,92,8.9,93,9,94,9.1,76,475,G15376,2014-2018,ZCTA5 15376,1607,0,98.8923076923077,0
16407,pa,11004,5722,263,4.6,339,5.9,343,6,347,6.1,76,28.9,G16407,2014-2018,ZCTA5 16407,10427,253,94.7564521992003,2.2991639403853146
17058,pa,1832,855,143,16.7,219,25.6,219,25.6,219,25.6,76,53.1,G17058,2014-2018,ZCTA5 17058,1724,25,94.10480349344978,1.3646288209606987
18472,pa,7443,3065,85,2.8,161,5.3,164,5.4,166,5.4,76,89.4,G18472,2014-2018,ZCTA5 18472,5655,1313,75.97742845626763,17.640736262259843
05354,vt,2303,903,31,3.4,107,11.8,107,11.8,107,11.8,76,245.2,G05354,2014-2018,ZCTA5 05354,2218,4,96.3091619626574,0.17368649587494572
05758,vt,640,731,14,1.9,90,12.3,90,12.3,90,12.3,76,542.9,G05758,2014-2018,ZCTA5 05758,640,0,100,0
05759,vt,1692,833,42,5,118,14.2,123,14.8,128,15.4,76,181,G05759,2014-2018,ZCTA5 05759,1622,15,95.86288416075651,0.8865248226950354
41010,ky,3681,1391,16,1.2,91,6.5,92,6.6,92,6.6,75,468.8,G41010,2014-2018,ZCTA5 41010,3407,212,92.55637055148057,5.7593045368106495
41317,ky,84,213,20,9.4,95,44.6,96,45.1,96,45.1,75,375,G41317,2014-2018,ZCTA5 41317,84,0,100,0
37059,tn,1138,883,94,10.6,169,19.1,169,19.1,169,19.1,75,79.8,G37059,2014-2018,ZCTA5 37059,1063,38,93.40949033391915,3.3391915641476273
25062,wv,120,164,20,12.2,95,57.9,95,57.9,95,57.9,75,375,G25062,2014-2018,ZCTA5 25062,120,0,100,0
26739,wv,918,1430,12,0.8,87,6.1,88,6.2,89,6.2,75,625,G26739,2014-2018,ZCTA5 26739,901,0,98.14814814814815,0
48649,mi,1381,1063,0,0,75,7.1,75,7.1,75,7.1,75,Inf,G48649,2014-2018,ZCTA5 48649,1363,0,98.69659666908038,0
49043,mi,2088,1916,56,2.9,131,6.8,133,6.9,135,7,75,133.9,G49043,2014-2018,ZCTA5 49043,1080,551,51.724137931034484,26.38888888888889
49233,mi,2439,2192,7,0.3,82,3.7,82,3.7,83,3.8,75,1071.4,G49233,2014-2018,ZCTA5 49233,2390,18,97.9909799097991,0.7380073800738007
80532,co,223,391,61,15.6,136,34.8,138,35.3,139,35.5,75,123,G80532,2014-2018,ZCTA5 80532,223,0,100,0
46280,in,7490,3309,65,2,140,4.2,142,4.3,145,4.4,75,115.4,G46280,2014-2018,ZCTA5 46280,6782,276,90.54739652870494,3.684913217623498
46539,in,2540,1258,12,1,87,6.9,89,7.1,91,7.2,75,625,G46539,2014-2018,ZCTA5 46539,2504,6,98.58267716535433,0.23622047244094488
55332,mn,1652,1945,75,3.9,150,7.7,151,7.8,152,7.8,75,100,G55332,2014-2018,ZCTA5 55332,1439,15,87.10653753026634,0.9079903147699758
55940,mn,2795,1690,49,2.9,124,7.3,124,7.3,124,7.3,75,153.1,G55940,2014-2018,ZCTA5 55940,2705,23,96.77996422182468,0.8228980322003577
60142,il,28121,12972,292,2.3,367,2.8,376,2.9,385,3,75,25.7,G60142,2014-2018,ZCTA5 60142,25089,678,89.21802211870133,2.4110095658049144
60424,il,2465,1806,175,9.7,250,13.8,253,14,256,14.2,75,42.9,G60424,2014-2018,ZCTA5 60424,2412,6,97.8498985801217,0.2434077079107505
61325,il,970,989,1,0.1,76,7.7,77,7.8,78,7.9,75,7500,G61325,2014-2018,ZCTA5 61325,903,3,93.09278350515464,0.30927835051546393
62515,il,1010,1374,26,1.9,101,7.4,102,7.4,103,7.5,75,288.5,G62515,2014-2018,ZCTA5 62515,966,0,95.64356435643565,0
62649,il,604,759,6,0.8,81,10.7,82,10.8,83,10.9,75,1250,G62649,2014-2018,ZCTA5 62649,602,0,99.66887417218543,0
65739,mo,1040,2812,33,1.2,108,3.8,108,3.8,108,3.8,75,227.3,G65739,2014-2018,ZCTA5 65739,1026,0,98.65384615384616,0
65772,mo,1762,1392,81,5.8,156,11.2,156,11.2,157,11.3,75,92.6,G65772,2014-2018,ZCTA5 65772,1723,20,97.78660612939841,1.1350737797956867
50046,ia,1595,1528,219,14.3,294,19.2,294,19.2,293,19.2,75,34.2,G50046,2014-2018,ZCTA5 50046,1568,14,98.30721003134796,0.877742946708464
50150,ia,1015,1775,152,8.6,227,12.8,227,12.8,227,12.8,75,49.3,G50150,2014-2018,ZCTA5 50150,999,0,98.42364532019704,0
51440,ia,327,770,34,4.4,109,14.2,109,14.2,109,14.2,75,220.6,G51440,2014-2018,ZCTA5 51440,327,0,100,0
51630,ia,237,612,11,1.8,86,14.1,86,14.1,86,14.1,75,681.8,G51630,2014-2018,ZCTA5 51630,213,0,89.87341772151899,0
52228,ia,3303,1959,124,6.3,199,10.2,200,10.2,200,10.2,75,60.5,G52228,2014-2018,ZCTA5 52228,3278,0,99.2431123221314,0
52765,ia,335,711,4,0.6,79,11.1,78,11,78,11,75,1875,G52765,2014-2018,ZCTA5 52765,326,0,97.31343283582089,0
84731,ut,225,495,0,0,75,15.2,74,14.9,74,14.9,75,Inf,G84731,2014-2018,ZCTA5 84731,213,0,94.66666666666667,0
73006,ok,3178,3572,303,8.5,378,10.6,376,10.5,375,10.5,75,24.8,G73006,2014-2018,ZCTA5 73006,2084,40,65.57583385777218,1.2586532410320956
73568,ok,1060,1704,37,2.2,112,6.6,112,6.6,112,6.6,75,202.7,G73568,2014-2018,ZCTA5 73568,853,89,80.47169811320755,8.39622641509434
73744,ok,158,646,14,2.2,89,13.8,89,13.8,89,13.8,75,535.7,G73744,2014-2018,ZCTA5 73744,114,0,72.15189873417721,0
68405,ne,3467,1814,109,6,184,10.1,184,10.1,184,10.1,75,68.8,G68405,2014-2018,ZCTA5 68405,3311,9,95.50043265070666,0.25959042399769255
68521,ne,34950,10401,334,3.2,409,3.9,410,3.9,410,3.9,75,22.5,G68521,2014-2018,ZCTA5 68521,28368,1678,81.16738197424893,4.801144492131616
57548,sd,1535,628,0,0,75,11.9,74,11.8,74,11.8,75,Inf,G57548,2014-2018,ZCTA5 57548,75,3,4.88599348534202,0.19543973941368079
88436,nm,50,525,0,0,75,14.3,74,14.1,74,14.1,75,Inf,G88436,2014-2018,ZCTA5 88436,50,0,100,0
43407,oh,729,573,51,8.9,126,22,128,22.3,129,22.5,75,147.1,G43407,2014-2018,ZCTA5 43407,572,13,78.46364883401921,1.7832647462277091
43556,oh,1765,1468,43,2.9,118,8,118,8,118,8,75,174.4,G43556,2014-2018,ZCTA5 43556,1731,3,98.07365439093485,0.16997167138810199
53128,wi,9001,5499,169,3.1,244,4.4,252,4.6,260,4.7,75,44.4,G53128,2014-2018,ZCTA5 53128,8279,25,91.9786690367737,0.2777469170092212
66054,ks,2914,1697,30,1.8,105,6.2,106,6.2,107,6.3,75,250,G66054,2014-2018,ZCTA5 66054,2813,5,96.53397391901167,0.17158544955387783
67520,ks,290,775,0,0,75,9.7,75,9.7,75,9.7,75,Inf,G67520,2014-2018,ZCTA5 67520,288,0,99.3103448275862,0
67748,ks,2227,2703,1,0,76,2.8,76,2.8,75,2.8,75,7500,G67748,2014-2018,ZCTA5 67748,2140,1,96.09339919173776,0.0449034575662326
83468,id,122,393,11,2.8,86,21.9,88,22.4,90,22.9,75,681.8,G83468,2014-2018,ZCTA5 83468,122,0,100,0
83547,id,286,352,24,6.8,99,28.1,100,28.4,101,28.7,75,312.5,G83547,2014-2018,ZCTA5 83547,275,0,96.15384615384616,0
04691,me,325,842,2,0.2,77,9.1,79,9.4,81,9.6,75,3750,G04691,2014-2018,ZCTA5 04691,305,0,93.84615384615384,0
01068,ma,1840,1026,0,0,75,7.3,78,7.6,80,7.8,75,Inf,G01068,2014-2018,ZCTA5 01068,1802,6,97.93478260869566,0.32608695652173914
01081,ma,1941,1132,33,2.9,108,9.5,108,9.5,108,9.5,75,227.3,G01081,2014-2018,ZCTA5 01081,1912,3,98.5059247810407,0.1545595054095827
02341,ma,10668,4066,43,1.1,118,2.9,121,3,124,3,75,174.4,G02341,2014-2018,ZCTA5 02341,10184,84,95.46306711661042,0.7874015748031497
38629,ms,2368,1433,73,5.1,148,10.3,150,10.5,151,10.5,75,102.7,G38629,2014-2018,ZCTA5 38629,2283,46,96.41047297297297,1.9425675675675675
38838,ms,860,1276,29,2.3,104,8.2,104,8.2,104,8.2,75,258.6,G38838,2014-2018,ZCTA5 38838,836,0,97.20930232558139,0
76401,tx,30324,13188,517,3.9,592,4.5,602,4.6,613,4.6,75,14.5,G76401,2014-2018,ZCTA5 76401,27304,538,90.04089170294156,1.7741722727872313
77519,tx,1129,915,17,1.9,92,10.1,93,10.2,94,10.3,75,441.2,G77519,2014-2018,ZCTA5 77519,1129,0,100,0
32738,fl,45881,20474,1161,5.7,1236,6,1382,6.8,1528,7.5,75,6.5,G32738,2014-2018,ZCTA5 32738,36020,5683,78.50744316819599,12.386390880756741
30750,ga,4753,1668,3,0.2,78,4.7,80,4.8,81,4.9,75,2500,G30750,2014-2018,ZCTA5 30750,4397,54,92.50999368819693,1.136124552913949
97905,or,143,435,18,4.1,93,21.4,94,21.6,94,21.6,75,416.7,G97905,2014-2018,ZCTA5 97905,143,0,100,0
22847,va,828,815,27,3.3,102,12.5,103,12.6,104,12.8,75,277.8,G22847,2014-2018,ZCTA5 22847,813,0,98.18840579710145,0
07029,nj,18889,3104,101,3.3,176,5.7,214,6.9,252,8.1,75,74.3,G07029,2014-2018,ZCTA5 07029,9626,683,50.96087670072529,3.615861083170099
08106,nj,9593,3591,30,0.8,105,2.9,110,3.1,114,3.2,75,250,G08106,2014-2018,ZCTA5 08106,9115,339,95.01720004169707,3.533826748670906
10526,ny,1572,956,7,0.7,82,8.6,82,8.6,83,8.7,75,1071.4,G10526,2014-2018,ZCTA5 10526,1273,46,80.9796437659033,2.926208651399491
10577,ny,6373,1050,48,4.6,123,11.7,125,11.9,127,12.1,75,156.2,G10577,2014-2018,ZCTA5 10577,4667,844,73.23081751137612,13.243370469166797
10986,ny,1791,917,29,3.2,104,11.3,104,11.3,105,11.5,75,258.6,G10986,2014-2018,ZCTA5 10986,1596,38,89.11222780569514,2.1217197096594083
11427,ny,24037,3416,0,0,75,2.2,76,2.2,77,2.3,75,Inf,G11427,2014-2018,ZCTA5 11427,7047,4979,29.317302491991512,20.71389940508383
12067,ny,1635,839,9,1.1,84,10,86,10.3,87,10.4,75,833.3,G12067,2014-2018,ZCTA5 12067,1624,0,99.32721712538226,0
12959,ny,1108,935,21,2.2,96,10.3,97,10.4,98,10.5,75,357.1,G12959,2014-2018,ZCTA5 12959,1108,0,100,0
12970,ny,984,394,0,0,75,19,76,19.3,77,19.5,75,Inf,G12970,2014-2018,ZCTA5 12970,872,53,88.6178861788618,5.3861788617886175
13485,ny,1009,960,67,7,142,14.8,144,15,146,15.2,75,111.9,G13485,2014-2018,ZCTA5 13485,988,4,97.9187314172448,0.39643211100099107
13656,ny,3108,1426,24,1.7,99,6.9,102,7.2,105,7.4,75,312.5,G13656,2014-2018,ZCTA5 13656,3089,5,99.38867438867439,0.16087516087516088
13658,ny,2288,1624,3,0.2,78,4.8,81,5,84,5.2,75,2500,G13658,2014-2018,ZCTA5 13658,2232,8,97.55244755244755,0.34965034965034963
14769,ny,1013,721,12,1.7,87,12.1,88,12.2,88,12.2,75,625,G14769,2014-2018,ZCTA5 14769,1002,4,98.91411648568608,0.39486673247778875
99359,wa,142,512,177,34.6,252,49.2,254,49.6,255,49.8,75,42.4,G99359,2014-2018,ZCTA5 99359,129,0,90.84507042253522,0
93920,ca,1403,773,11,1.4,86,11.1,86,11.1,86,11.1,75,681.8,G93920,2014-2018,ZCTA5 93920,1277,0,91.0192444761226,0
95635,ca,807,847,6,0.7,81,9.6,81,9.6,81,9.6,75,1250,G95635,2014-2018,ZCTA5 95635,735,12,91.07806691449814,1.486988847583643
95979,ca,430,2389,78,3.3,153,6.4,154,6.4,155,6.5,75,96.2,G95979,2014-2018,ZCTA5 95979,345,72,80.23255813953489,16.74418604651163
03243,nh,931,645,5,0.8,80,12.4,81,12.6,82,12.7,75,1500,G03243,2014-2018,ZCTA5 03243,924,0,99.24812030075188,0
03440,nh,3015,1926,147,7.6,222,11.5,223,11.6,224,11.6,75,51,G03440,2014-2018,ZCTA5 03440,2940,16,97.51243781094527,0.5306799336650083
16927,pa,586,354,63,17.8,138,39,138,39,138,39,75,119,G16927,2014-2018,ZCTA5 16927,556,3,94.88054607508532,0.5119453924914675
16943,pa,488,598,17,2.8,92,15.4,92,15.4,92,15.4,75,441.2,G16943,2014-2018,ZCTA5 16943,479,3,98.15573770491804,0.6147540983606558
05650,vt,1213,804,37,4.6,112,13.9,112,13.9,112,13.9,75,202.7,G05650,2014-2018,ZCTA5 05650,1195,0,98.51607584501237,0
05828,vt,2041,1154,1,0.1,76,6.6,77,6.7,78,6.8,75,7500,G05828,2014-2018,ZCTA5 05828,1996,0,97.7951984321411,0
42133,ky,1456,1597,25,1.6,99,6.2,100,6.3,101,6.3,74,296,G42133,2014-2018,ZCTA5 42133,1389,2,95.39835164835165,0.13736263736263737
26238,wv,901,653,129,19.8,203,31.1,204,31.2,205,31.4,74,57.4,G26238,2014-2018,ZCTA5 26238,901,0,100,0
26767,wv,646,581,15,2.6,89,15.3,89,15.3,89,15.3,74,493.3,G26767,2014-2018,ZCTA5 26767,646,0,100,0
48064,mi,4048,1800,13,0.7,87,4.8,88,4.9,89,4.9,74,569.2,G48064,2014-2018,ZCTA5 48064,3917,6,96.76383399209486,0.1482213438735178
48150,mi,25792,13243,10,0.1,84,0.6,110,0.8,135,1,74,740,G48150,2014-2018,ZCTA5 48150,23747,966,92.07118486352357,3.745347394540943
80468,co,410,604,0,0,74,12.3,76,12.6,78,12.9,74,Inf,G80468,2014-2018,ZCTA5 80468,410,0,100,0
81227,co,6,150,2,1.3,76,50.7,76,50.7,76,50.7,74,3700,G81227,2014-2018,ZCTA5 81227,6,0,100,0
81248,co,102,411,0,0,74,18,76,18.5,77,18.7,74,Inf,G81248,2014-2018,ZCTA5 81248,102,0,100,0
46039,in,520,892,0,0,74,8.3,78,8.7,82,9.2,74,Inf,G46039,2014-2018,ZCTA5 46039,520,0,100,0
46182,in,1433,1973,214,10.8,288,14.6,296,15,305,15.5,74,34.6,G46182,2014-2018,ZCTA5 46182,1429,4,99.7208653175157,0.2791346824842987
46227,in,56614,15337,329,2.1,403,2.6,425,2.8,447,2.9,74,22.5,G46227,2014-2018,ZCTA5 46227,42910,3638,75.79397322217119,6.425972374324372
46229,in,28755,9247,93,1,167,1.8,172,1.9,177,1.9,74,79.6,G46229,2014-2018,ZCTA5 46229,14465,13002,50.304294905233874,45.21648408972353
46941,in,994,770,48,6.2,122,15.8,125,16.2,128,16.6,74,154.2,G46941,2014-2018,ZCTA5 46941,968,0,97.38430583501005,0
