zipcode,state,total_population,total_properties,fema_properties_at_risk_2020_total,fema_properties_at_risk_2020_pct,fs_properties_at_risk_2020_total,fs_properties_at_risk_2020_pct,fs_properties_at_risk_2035_total,fs_properties_at_risk_2035_pct,fs_properties_at_risk_2050_total,fs_properties_at_risk_2050_pct,fs_fema_difference_2020_total,fs_fema_difference_2020_pct,gisjoin,year,name_e,white_pop,black_pop,white_pct,black_pct
05641,vt,16382,7039,464,6.6,1256,17.8,1271,18.1,1286,18.3,792,170.7,G05641,2014-2018,ZCTA5 05641,15941,149,97.30802099865706,0.9095348553290197
37402,tn,4199,990,11,1.1,802,81,804,81.2,805,81.3,791,7190.9,G37402,2014-2018,ZCTA5 37402,1202,2810,28.625863300785902,66.92069540366754
56572,mn,5309,7254,0,0,791,10.9,797,11,803,11.1,791,Inf,G56572,2014-2018,ZCTA5 56572,4497,273,84.70521755509512,5.142211339235261
30076,ga,46442,13263,193,1.5,984,7.4,1033,7.8,1082,8.2,791,409.8,G30076,2014-2018,ZCTA5 30076,33808,7363,72.7961758752853,15.854183713018388
30901,ga,16398,9450,816,8.6,1607,17,1698,18,1789,18.9,791,96.9,G30901,2014-2018,ZCTA5 30901,2668,13466,16.270276863032077,82.11977070374436
93210,ca,18025,9040,419,4.6,1209,13.4,1243,13.8,1277,14.1,790,188.5,G93210,2014-2018,ZCTA5 93210,10427,583,57.84743411927878,3.234396671289875
37814,tn,34684,13731,142,1,931,6.8,962,7,993,7.2,789,555.6,G37814,2014-2018,ZCTA5 37814,29537,1858,85.16030446315304,5.356936916157306
38116,tn,39758,11729,116,1,905,7.7,961,8.2,1017,8.7,789,680.2,G38116,2014-2018,ZCTA5 38116,1772,37145,4.456964636048091,93.42773781377333
60174,il,31405,12555,350,2.8,1139,9.1,1152,9.2,1166,9.3,789,225.4,G60174,2014-2018,ZCTA5 60174,27859,401,88.70880433052062,1.2768667409648145
43551,oh,38839,18423,516,2.8,1305,7.1,1378,7.5,1451,7.9,789,152.9,G43551,2014-2018,ZCTA5 43551,35397,623,91.13777388707227,1.6040577769767501
53546,wi,30708,11314,187,1.7,976,8.6,1008,8.9,1041,9.2,789,421.9,G53546,2014-2018,ZCTA5 53546,28012,524,91.22052885241631,1.7063957274977204
18705,pa,14426,7679,296,3.9,1085,14.1,1158,15.1,1232,16,789,266.6,G18705,2014-2018,ZCTA5 18705,12960,611,89.83779287397753,4.235408290586441
60644,il,47712,9893,0,0,788,8,974,9.8,1161,11.7,788,Inf,G60644,2014-2018,ZCTA5 60644,2277,42915,4.77238430583501,89.94592555331992
65203,mo,57788,22836,441,1.9,1229,5.4,1231,5.4,1233,5.4,788,178.7,G65203,2014-2018,ZCTA5 65203,46682,5059,80.7814771232782,8.754412680833392
82718,wy,26340,10079,104,1,892,8.9,913,9.1,934,9.3,788,757.7,G82718,2014-2018,ZCTA5 82718,24870,46,94.41913439635535,0.17463933181473046
36203,al,18033,11465,916,8,1704,14.9,1754,15.3,1805,15.7,788,86,G36203,2014-2018,ZCTA5 36203,13028,2983,72.24532800975989,16.54189541396329
70806,la,29260,12332,341,2.8,1129,9.2,1222,9.9,1314,10.7,788,231.1,G70806,2014-2018,ZCTA5 70806,15137,12824,51.73274094326726,43.82775119617225
30311,ga,36839,9345,161,1.7,949,10.2,966,10.3,983,10.5,788,489.4,G30311,2014-2018,ZCTA5 30311,697,34975,1.8920166128287956,94.94014495507479
94565,ca,96081,24639,475,1.9,1263,5.1,1294,5.3,1324,5.4,788,165.9,G94565,2014-2018,ZCTA5 94565,34397,14896,35.800002081577006,15.503585516387215
16652,pa,18181,9088,786,8.6,1572,17.3,1597,17.6,1622,17.8,786,100,G16652,2014-2018,ZCTA5 16652,15294,2043,84.12078543534459,11.237005665254937
63107,mo,9490,6221,0,0,785,12.6,794,12.8,803,12.9,785,Inf,G63107,2014-2018,ZCTA5 63107,592,8717,6.238145416227608,91.85458377239199
39507,ms,16514,7614,1717,22.6,2502,32.9,3064,40.2,3626,47.6,785,45.7,G39507,2014-2018,ZCTA5 39507,11466,4053,69.43199709337532,24.54281215937992
99019,wa,11604,4781,45,0.9,830,17.4,842,17.6,855,17.9,785,1744.4,G99019,2014-2018,ZCTA5 99019,10471,102,90.2361254739745,0.8790072388831437
45660,oh,7246,6781,166,2.4,950,14,963,14.2,976,14.4,784,472.3,G45660,2014-2018,ZCTA5 45660,6839,95,94.38310792161192,1.3110681755451283
97623,or,2596,5523,45,0.8,829,15,841,15.2,853,15.4,784,1742.2,G97623,2014-2018,ZCTA5 97623,2423,27,93.33590138674884,1.0400616332819723
91303,ca,31053,3415,0,0,784,23,797,23.3,810,23.7,784,Inf,G91303,2014-2018,ZCTA5 91303,16234,1044,52.278362799085436,3.3619940102405566
20817,md,36681,10804,51,0.5,835,7.7,857,7.9,879,8.1,784,1537.3,G20817,2014-2018,ZCTA5 20817,27759,1511,75.67678089474114,4.119298819552357
37205,tn,24785,10640,408,3.8,1191,11.2,1218,11.4,1246,11.7,783,191.9,G37205,2014-2018,ZCTA5 37205,21953,1498,88.57373411337502,6.043978212628606
48214,mi,21086,14888,27,0.2,810,5.4,842,5.7,873,5.9,783,2900,G48214,2014-2018,ZCTA5 48214,3156,17391,14.967276866167126,82.47652470833728
56308,mn,25080,18149,16,0.1,799,4.4,818,4.5,838,4.6,783,4893.8,G56308,2014-2018,ZCTA5 56308,24154,157,96.30781499202551,0.6259968102073366
63775,mo,16966,11867,763,6.4,1546,13,1576,13.3,1607,13.5,783,102.6,G63775,2014-2018,ZCTA5 63775,16459,41,97.01167039962277,0.24165979016857245
39567,ms,11113,7048,5691,80.7,6474,91.9,6710,95.2,6945,98.5,783,13.8,G39567,2014-2018,ZCTA5 39567,7638,2856,68.73031584630613,25.699631062719337
24340,va,6096,4144,102,2.5,885,21.4,896,21.6,907,21.9,783,767.6,G24340,2014-2018,ZCTA5 24340,5813,100,95.35761154855643,1.6404199475065617
14626,ny,29901,10468,51,0.5,834,8,847,8.1,860,8.2,783,1535.3,G14626,2014-2018,ZCTA5 14626,25546,1956,85.43526972342062,6.541587237885021
21146,md,28006,11458,142,1.2,925,8.1,962,8.4,1000,8.7,783,551.4,G21146,2014-2018,ZCTA5 21146,25314,977,90.3877740484182,3.488538170392059
81601,co,15666,7464,132,1.8,914,12.2,937,12.6,960,12.9,782,592.4,G81601,2014-2018,ZCTA5 81601,14408,23,91.9698710583429,0.1468147580748117
91710,ca,90582,25047,211,0.8,993,4,1005,4,1017,4.1,782,370.6,G91710,2014-2018,ZCTA5 91710,46026,5313,50.81141948731536,5.865403722593893
48203,mi,22939,19311,0,0,781,4,840,4.3,899,4.7,781,Inf,G48203,2014-2018,ZCTA5 48203,1854,20200,8.082305244343694,88.05963642704565
50315,ia,35825,13956,105,0.8,886,6.3,856,6.1,827,5.9,781,743.8,G50315,2014-2018,ZCTA5 50315,29590,2698,82.59595254710398,7.531053733426378
45895,oh,17930,10410,99,1,880,8.5,894,8.6,908,8.7,781,788.9,G45895,2014-2018,ZCTA5 45895,17389,87,96.98271054099276,0.4852203011712214
66104,ks,26404,13953,31,0.2,812,5.8,813,5.8,814,5.8,781,2519.4,G66104,2014-2018,ZCTA5 66104,10986,12148,41.607332222390546,46.0081805787002
32901,fl,24772,9451,196,2.1,977,10.3,1097,11.6,1217,12.9,781,398.5,G32901,2014-2018,ZCTA5 32901,16992,5394,68.5935733893105,21.774584207976748
11210,ny,67040,6689,0,0,781,11.7,788,11.8,795,11.9,781,Inf,G11210,2014-2018,ZCTA5 11210,20877,39272,31.141109785202865,58.5799522673031
19111,pa,68263,20397,12,0.1,793,3.9,851,4.2,909,4.5,781,6508.3,G19111,2014-2018,ZCTA5 19111,36706,16409,53.77144280210363,24.037912192549406
48328,mi,26215,12152,198,1.6,978,8,996,8.2,1014,8.3,780,393.9,G48328,2014-2018,ZCTA5 48328,21427,1943,81.73564753004005,7.411787144764448
70343,la,5292,2178,1249,57.3,2028,93.1,2028,93.1,2028,93.1,779,62.4,G70343,2014-2018,ZCTA5 70343,4649,414,87.8495842781557,7.8231292517006805
79763,tx,38955,15035,2529,16.8,3308,22,3390,22.5,3472,23.1,779,30.8,G79763,2014-2018,ZCTA5 79763,32248,1262,82.78269798485432,3.2396354768322424
31407,ga,12808,6528,431,6.6,1210,18.5,1280,19.6,1350,20.7,779,180.7,G31407,2014-2018,ZCTA5 31407,6640,4433,51.84259837601499,34.611180512179885
48640,mi,33047,15189,947,6.2,1725,11.4,1746,11.5,1766,11.6,778,82.2,G48640,2014-2018,ZCTA5 48640,30837,638,93.31255484612824,1.9305837141041546
46619,in,21775,8797,55,0.6,833,9.5,878,10,924,10.5,778,1414.5,G46619,2014-2018,ZCTA5 46619,13240,4813,60.8036739380023,22.10332950631458
97530,or,6570,4267,244,5.7,1022,24,1046,24.5,1071,25.1,778,318.9,G97530,2014-2018,ZCTA5 97530,6276,0,95.52511415525115,0
17011,pa,36306,10504,314,3,1092,10.4,1112,10.6,1131,10.8,778,247.8,G17011,2014-2018,ZCTA5 17011,29613,2304,81.56503057345893,6.346058502726822
33150,fl,29839,6291,1432,22.8,2209,35.1,2496,39.7,2784,44.3,777,54.3,G33150,2014-2018,ZCTA5 33150,5114,21850,17.138644056436206,73.2263145547773
60004,il,50915,15516,52,0.3,828,5.3,894,5.8,959,6.2,776,1492.3,G60004,2014-2018,ZCTA5 60004,43070,440,84.59196700382991,0.8641854070509672
01013,ma,23065,7311,52,0.7,828,11.3,866,11.8,903,12.4,776,1492.3,G01013,2014-2018,ZCTA5 01013,19231,1166,83.3774116626924,5.055278560589638
79364,tx,7801,5462,355,6.5,1131,20.7,1168,21.4,1204,22,776,218.6,G79364,2014-2018,ZCTA5 79364,6463,545,82.84835277528522,6.986283809767978
99141,wa,5081,5779,97,1.7,873,15.1,888,15.4,904,15.6,776,800,G99141,2014-2018,ZCTA5 99141,4714,10,92.77701239913402,0.19681165124975397
55106,mn,58160,14283,74,0.5,849,5.9,854,6,859,6,775,1047.3,G55106,2014-2018,ZCTA5 55106,23551,8413,40.49346629986245,14.465268225584595
64850,mo,23730,12009,667,5.6,1441,12,1442,12,1442,12,774,116,G64850,2014-2018,ZCTA5 64850,20906,321,88.09945217024863,1.3527180783817951
35007,al,26328,10684,362,3.4,1136,10.6,1171,11,1206,11.3,774,213.8,G35007,2014-2018,ZCTA5 35007,19439,3621,73.83394105135217,13.753418413855972
77023,tx,29074,5771,276,4.8,1050,18.2,1102,19.1,1155,20,774,280.4,G77023,2014-2018,ZCTA5 77023,22894,912,78.74389488890418,3.136823278530646
23434,va,49556,23132,325,1.4,1099,4.8,1129,4.9,1159,5,774,238.2,G23434,2014-2018,ZCTA5 23434,22391,24364,45.18322705625958,49.16458148357414
27284,nc,54413,23462,182,0.8,956,4.1,990,4.2,1025,4.4,774,425.3,G27284,2014-2018,ZCTA5 27284,45314,5968,83.27789315053388,10.96796721371731
55432,mn,30323,11851,158,1.3,931,7.9,934,7.9,937,7.9,773,489.2,G55432,2014-2018,ZCTA5 55432,21049,4537,69.4159548857303,14.9622398839165
63303,mo,47906,16644,158,0.9,931,5.6,948,5.7,965,5.8,773,489.2,G63303,2014-2018,ZCTA5 63303,40235,3345,83.9873919759529,6.982423913497265
32208,fl,32194,16232,1080,6.7,1853,11.4,2972,18.3,4091,25.2,773,71.6,G32208,2014-2018,ZCTA5 32208,5354,25886,16.630428030067716,80.40628688575511
33065,fl,57399,11886,855,7.2,1628,13.7,1701,14.3,1774,14.9,773,90.4,G33065,2014-2018,ZCTA5 33065,32873,16902,57.271032596386696,29.446506036690536
30534,ga,28843,17001,147,0.9,920,5.4,938,5.5,955,5.6,773,525.9,G30534,2014-2018,ZCTA5 30534,27854,230,96.57109177270048,0.7974205179766322
06851,ct,26671,7588,163,2.1,935,12.3,974,12.8,1012,13.3,772,473.6,G06851,2014-2018,ZCTA5 06851,20986,2901,78.68471373401822,10.876982490345318
90740,ca,24494,5940,76,1.3,848,14.3,932,15.7,1015,17.1,772,1015.8,G90740,2014-2018,ZCTA5 90740,19294,519,78.77031109659508,2.1188862578590677
29349,sc,30751,17428,81,0.5,852,4.9,869,5,886,5.1,771,951.9,G29349,2014-2018,ZCTA5 29349,26800,2795,87.15163734512699,9.08913531267276
30068,ga,32613,11626,243,2.1,1014,8.7,1037,8.9,1060,9.1,771,317.3,G30068,2014-2018,ZCTA5 30068,26446,2228,81.09036273878515,6.831631557967682
27587,nc,66583,31081,421,1.4,1192,3.8,1226,3.9,1260,4.1,771,183.1,G27587,2014-2018,ZCTA5 27587,53397,8072,80.19614616343512,12.12321463436613
21532,md,15062,7106,67,0.9,838,11.8,845,11.9,852,12,771,1150.7,G21532,2014-2018,ZCTA5 21532,13190,1238,87.57137166378966,8.21935997875448
99016,wa,14543,7294,41,0.6,811,11.1,846,11.6,881,12.1,770,1878,G99016,2014-2018,ZCTA5 99016,13308,175,91.50794196520663,1.2033280616103967
37354,tn,17438,9333,113,1.2,882,9.5,889,9.5,896,9.6,769,680.5,G37354,2014-2018,ZCTA5 37354,16735,342,95.96857437779562,1.961234086477807
80549,co,11342,6627,146,2.2,915,13.8,930,14,944,14.2,769,526.7,G80549,2014-2018,ZCTA5 80549,10309,67,90.8922588608711,0.5907247399047787
60439,il,23422,10438,216,2.1,985,9.4,1000,9.6,1016,9.7,769,356,G60439,2014-2018,ZCTA5 60439,22028,268,94.04833062932286,1.1442233797284604
43212,oh,21350,6174,30,0.5,799,12.9,815,13.2,831,13.5,769,2563.3,G43212,2014-2018,ZCTA5 43212,19246,745,90.14519906323186,3.489461358313817
37058,tn,7758,5745,135,2.3,903,15.7,906,15.8,910,15.8,768,568.9,G37058,2014-2018,ZCTA5 37058,7346,43,94.68935292601186,0.554266563547306
72653,ar,27981,22808,649,2.8,1417,6.2,1428,6.3,1438,6.3,768,118.3,G72653,2014-2018,ZCTA5 72653,27174,47,97.11590007505093,0.16797112326221364
63114,mo,35487,15753,211,1.3,979,6.2,1010,6.4,1040,6.6,768,364,G63114,2014-2018,ZCTA5 63114,21773,9828,61.354862343956945,27.694648744610703
83616,id,28275,15293,1385,9.1,2153,14.1,2342,15.3,2531,16.6,768,55.5,G83616,2014-2018,ZCTA5 83616,26391,98,93.3368700265252,0.34659593280282935
30815,ga,40347,18936,125,0.7,893,4.7,918,4.8,943,5,768,614.4,G30815,2014-2018,ZCTA5 30815,13659,24126,33.85381812774184,59.79626738047438
29906,sc,25149,9360,2409,25.7,3176,33.9,3592,38.4,4009,42.8,767,31.8,G29906,2014-2018,ZCTA5 29906,13559,10010,53.914668575291266,39.80277545826872
10940,ny,49068,15943,411,2.6,1178,7.4,1204,7.6,1231,7.7,767,186.6,G10940,2014-2018,ZCTA5 10940,28321,8980,57.71786092769218,18.30113312138257
13502,ny,32542,11861,282,2.4,1049,8.8,1062,9,1076,9.1,767,272,G13502,2014-2018,ZCTA5 13502,25570,4277,78.57537950955688,13.143015180382275
98936,wa,6443,3371,94,2.8,861,25.5,883,26.2,905,26.8,767,816,G98936,2014-2018,ZCTA5 98936,4526,172,70.2467794505665,2.6695638677634643
77521,tx,59722,18676,1284,6.9,2050,11,3784,20.3,5518,29.5,766,59.7,G77521,2014-2018,ZCTA5 77521,41876,12637,70.11821439335588,21.159706640768896
28422,nc,8404,11990,1187,9.9,1953,16.3,2052,17.1,2150,17.9,766,64.5,G28422,2014-2018,ZCTA5 28422,6059,1835,72.09662065683008,21.834840552118038
91784,ca,25567,10144,32,0.3,798,7.9,800,7.9,801,7.9,766,2393.8,G91784,2014-2018,ZCTA5 91784,19003,736,74.32627997027419,2.8787108381898543
03431,nh,25463,7887,455,5.8,1221,15.5,1246,15.8,1271,16.1,766,168.4,G03431,2014-2018,ZCTA5 03431,23579,380,92.6010289439579,1.49236146565605
15024,pa,8672,4538,95,2.1,861,19,884,19.5,906,20,766,806.3,G15024,2014-2018,ZCTA5 15024,8267,85,95.32979704797047,0.9801660516605166
42701,ky,50987,21727,428,2,1193,5.5,1224,5.6,1256,5.8,765,178.7,G42701,2014-2018,ZCTA5 42701,42539,4249,83.43107066507149,8.333496773687411
63120,mo,8691,7051,0,0,765,10.8,776,11,788,11.2,765,Inf,G63120,2014-2018,ZCTA5 63120,182,8325,2.0941203543895983,95.7887469796341
54615,wi,10692,10155,379,3.7,1144,11.3,1150,11.3,1156,11.4,765,201.8,G54615,2014-2018,ZCTA5 54615,8815,378,82.44481855592967,3.5353535353535355
30084,ga,38484,13434,125,0.9,890,6.6,918,6.8,945,7,765,612,G30084,2014-2018,ZCTA5 30084,21219,8125,55.13719987527284,21.11267020060285
21122,md,60461,24177,404,1.7,1169,4.8,1241,5.1,1313,5.4,765,189.4,G21122,2014-2018,ZCTA5 21122,52710,3973,87.18016572666677,6.571178114817816
16101,pa,32486,20161,618,3.1,1383,6.9,1418,7,1452,7.2,765,123.8,G16101,2014-2018,ZCTA5 16101,28593,2522,88.016376285169,7.763344209813458
63026,mo,43287,15878,530,3.3,1294,8.1,1314,8.3,1333,8.4,764,144.2,G63026,2014-2018,ZCTA5 63026,41035,420,94.79751426525284,0.9702682098551528
89523,nv,34675,11964,29,0.2,793,6.6,810,6.8,827,6.9,764,2634.5,G89523,2014-2018,ZCTA5 89523,27585,685,79.55299206921413,1.9754866618601297
54487,wi,9587,15586,648,4.2,1412,9.1,1434,9.2,1455,9.3,764,117.9,G54487,2014-2018,ZCTA5 54487,9337,21,97.39230207572754,0.219046625638886
35235,al,20926,8419,101,1.2,865,10.3,888,10.5,912,10.8,764,756.4,G35235,2014-2018,ZCTA5 35235,8295,11545,39.6396826913887,55.17060116601357
75070,tx,98219,34942,146,0.4,910,2.6,926,2.7,941,2.7,764,523.3,G75070,2014-2018,ZCTA5 75070,74967,10060,76.32637269774688,10.242417454871257
32578,fl,32833,15265,1164,7.6,1928,12.6,2042,13.4,2155,14.1,764,65.6,G32578,2014-2018,ZCTA5 32578,27980,1706,85.21913928060184,5.195991837480584
30040,ga,70510,30650,209,0.7,973,3.2,1006,3.3,1038,3.4,764,365.6,G30040,2014-2018,ZCTA5 30040,59548,3277,84.4532690398525,4.647567720890653
30281,ga,67533,24010,413,1.7,1177,4.9,1220,5.1,1262,5.3,764,185,G30281,2014-2018,ZCTA5 30281,28707,32272,42.50810714761672,47.78700783320747
30338,ga,35435,10790,56,0.5,820,7.6,850,7.9,881,8.2,764,1364.3,G30338,2014-2018,ZCTA5 30338,24533,3747,69.23380838154367,10.574290955270213
13021,ny,38114,16374,379,2.3,1143,7,1164,7.1,1184,7.2,764,201.6,G13021,2014-2018,ZCTA5 13021,34815,1576,91.34438788896469,4.134963530461248
28214,nc,41356,17782,302,1.7,1066,6,1095,6.2,1124,6.3,764,253,G28214,2014-2018,ZCTA5 28214,17111,17094,41.37489118870297,41.33378469871361
80524,co,35753,17127,251,1.5,1014,5.9,1048,6.1,1083,6.3,763,304,G80524,2014-2018,ZCTA5 80524,32234,279,90.15746930327525,0.7803540961597628
74107,ok,19734,9933,244,2.5,1007,10.1,1012,10.2,1017,10.2,763,312.7,G74107,2014-2018,ZCTA5 74107,13279,2271,67.2899564203912,11.508057160231074
87124,nm,54780,49982,1050,2.1,1813,3.6,1828,3.7,1843,3.7,763,72.7,G87124,2014-2018,ZCTA5 87124,44135,1388,80.56772544724352,2.5337714494341
53965,wi,10338,11360,571,5,1334,11.7,1342,11.8,1349,11.9,763,133.6,G53965,2014-2018,ZCTA5 53965,9367,236,90.60746759527954,2.2828400077384408
36861,al,2817,3236,146,4.5,909,28.1,921,28.5,933,28.8,763,522.6,G36861,2014-2018,ZCTA5 36861,2630,150,93.36173233936812,5.324813631522897
30512,ga,21080,20606,1543,7.5,2306,11.2,2331,11.3,2356,11.4,763,49.4,G30512,2014-2018,ZCTA5 30512,20419,130,96.86432637571157,0.6166982922201139
07960,nj,44907,13768,220,1.6,983,7.1,998,7.2,1014,7.4,763,346.8,G07960,2014-2018,ZCTA5 07960,37024,2928,82.4459438394905,6.520141626027122
10801,ny,41759,6671,72,1.1,835,12.5,848,12.7,861,12.9,763,1059.7,G10801,2014-2018,ZCTA5 10801,20019,11042,47.93936636413707,26.4422040757681
85635,az,33767,14230,312,2.2,1074,7.5,1074,7.5,1073,7.5,762,244.2,G85635,2014-2018,ZCTA5 85635,25980,2226,76.93902330677881,6.592235022359108
44615,oh,10312,12381,126,1,888,7.2,896,7.2,904,7.3,762,604.8,G44615,2014-2018,ZCTA5 44615,10207,97,98.98176881303336,0.9406516679596586
35211,al,24594,11634,623,5.4,1385,11.9,1422,12.2,1460,12.5,762,122.3,G35211,2014-2018,ZCTA5 35211,2507,21210,10.1935431406034,86.24054647474993
95032,ca,26281,9785,96,1,858,8.8,868,8.9,879,9,762,793.8,G95032,2014-2018,ZCTA5 95032,19827,433,75.44233476656139,1.647578098245881
63115,mo,18213,9422,0,0,761,8.1,786,8.3,810,8.6,761,Inf,G63115,2014-2018,ZCTA5 63115,141,17925,0.774172294514907,98.41871190907594
83336,id,5562,2811,69,2.5,830,29.5,890,31.7,950,33.8,761,1102.9,G83336,2014-2018,ZCTA5 83336,5154,17,92.66450916936354,0.30564545127651926
01602,ma,23854,7218,124,1.7,885,12.3,913,12.6,941,13,761,613.7,G01602,2014-2018,ZCTA5 01602,18814,1818,78.87146809759369,7.621363293367988
33762,fl,8093,2117,1098,51.9,1859,87.8,1954,92.3,2049,96.8,761,69.3,G33762,2014-2018,ZCTA5 33762,6457,893,79.78499938218214,11.034227109848016
95630,ca,76973,23575,39,0.2,800,3.4,817,3.5,834,3.5,761,1951.3,G95630,2014-2018,ZCTA5 95630,53749,2637,69.82838138048406,3.425876606082652
71968,ar,4067,3796,416,11,1176,31,1176,31,1177,31,760,182.7,G71968,2014-2018,ZCTA5 71968,3742,183,92.00885173346447,4.499631177772314
44820,oh,17522,13534,363,2.7,1123,8.3,1158,8.6,1194,8.8,760,209.4,G44820,2014-2018,ZCTA5 44820,17087,72,97.51740668873417,0.4109119963474489
35094,al,14438,8482,408,4.8,1168,13.8,1196,14.1,1225,14.4,760,186.3,G35094,2014-2018,ZCTA5 35094,12024,2072,83.28023271921319,14.351018146557696
23464,va,76495,23180,793,3.4,1553,6.7,1688,7.3,1824,7.9,760,95.8,G23464,2014-2018,ZCTA5 23464,43905,18156,57.39590822929603,23.73488463298255
07106,nj,33583,7219,0,0,760,10.5,774,10.7,788,10.9,760,Inf,G07106,2014-2018,ZCTA5 07106,1377,26409,4.100288836613763,78.63800136974064
11003,ny,45263,9869,0,0,760,7.7,782,7.9,803,8.1,760,Inf,G11003,2014-2018,ZCTA5 11003,9578,21333,21.16077149106334,47.1312109228288
95448,ca,17482,8677,361,4.2,1121,12.9,1148,13.2,1174,13.5,760,210.5,G95448,2014-2018,ZCTA5 95448,13662,32,78.14895320901499,0.18304541814437708
25530,wv,5663,4031,260,6.5,1019,25.3,1026,25.5,1033,25.6,759,291.9,G25530,2014-2018,ZCTA5 25530,5477,33,96.71552180822886,0.5827300017658484
49001,mi,21070,8613,364,4.2,1123,13,1136,13.2,1148,13.3,759,208.5,G49001,2014-2018,ZCTA5 49001,14778,4803,70.1376364499288,22.79544375889891
85629,az,25362,12159,116,1,875,7.2,860,7.1,844,6.9,759,654.3,G85629,2014-2018,ZCTA5 85629,22341,697,88.08847882659096,2.7482059774465735
35046,al,4641,4610,214,4.6,973,21.1,986,21.4,1000,21.7,759,354.7,G35046,2014-2018,ZCTA5 35046,4558,8,98.2115923292394,0.17237664296487826
27808,nc,1939,3372,1451,43,2210,65.5,2568,76.2,2926,86.8,759,52.3,G27808,2014-2018,ZCTA5 27808,1784,112,92.00618875709128,5.776173285198556
37849,tn,27062,11882,223,1.9,981,8.3,1016,8.6,1050,8.8,758,339.9,G37849,2014-2018,ZCTA5 37849,26160,216,96.66691301455916,0.7981671716798463
80916,co,41098,9311,86,0.9,844,9.1,839,9,834,9,758,881.4,G80916,2014-2018,ZCTA5 80916,22932,5783,55.798335685434814,14.071244342790404
81657,co,5850,3055,58,1.9,816,26.7,826,27,837,27.4,758,1306.9,G81657,2014-2018,ZCTA5 81657,5621,22,96.08547008547009,0.37606837606837606
82009,wy,34247,17356,312,1.8,1070,6.2,1087,6.3,1104,6.4,758,242.9,G82009,2014-2018,ZCTA5 82009,31212,1039,91.13790988991737,3.0338423803544834
53207,wi,37244,13284,25,0.2,783,5.9,803,6,823,6.2,758,3032,G53207,2014-2018,ZCTA5 53207,31938,764,85.75340994522608,2.051337128128021
29732,sc,58571,23848,271,1.1,1029,4.3,1060,4.4,1091,4.6,758,279.7,G29732,2014-2018,ZCTA5 29732,42353,12264,72.31052910143245,20.938689795291186
32277,fl,32029,8830,181,2,939,10.6,1105,12.5,1271,14.4,758,418.8,G32277,2014-2018,ZCTA5 32277,16759,12880,52.32445596178463,40.213556464454086
34221,fl,44294,21510,6489,30.2,7247,33.7,8136,37.8,9026,42,758,11.7,G34221,2014-2018,ZCTA5 34221,34831,6660,78.63593263195918,15.035896509685285
27615,nc,43461,15869,131,0.8,889,5.6,948,6,1008,6.4,758,578.6,G27615,2014-2018,ZCTA5 27615,34198,5729,78.68663859552242,13.181933227491314
15057,pa,15671,7403,190,2.6,948,12.8,963,13,978,13.2,758,398.9,G15057,2014-2018,ZCTA5 15057,14539,162,92.77646608384914,1.0337566205092208
19067,pa,51590,18724,984,5.3,1742,9.3,1796,9.6,1851,9.9,758,77,G19067,2014-2018,ZCTA5 19067,43587,3546,84.48730374103508,6.873425082380306
60133,il,38400,9252,27,0.3,784,8.5,818,8.8,853,9.2,757,2803.7,G60133,2014-2018,ZCTA5 60133,21075,2434,54.8828125,6.338541666666667
63049,mo,17398,6646,99,1.5,856,12.9,868,13.1,879,13.2,757,764.6,G63049,2014-2018,ZCTA5 63049,16461,48,94.6143234854581,0.2758937808943557
35674,al,18690,12837,480,3.7,1237,9.6,1255,9.8,1273,9.9,757,157.7,G35674,2014-2018,ZCTA5 35674,14628,2921,78.26645264847512,15.628678437667201
98862,wa,2277,5150,179,3.5,935,18.2,956,18.6,977,19,756,422.3,G98862,2014-2018,ZCTA5 98862,2215,0,97.27711901624946,0
27312,nc,20368,13586,147,1.1,903,6.6,916,6.7,930,6.8,756,514.3,G27312,2014-2018,ZCTA5 27312,17033,2307,83.62627651217596,11.326590730557738
17113,pa,10727,4823,220,4.6,976,20.2,1006,20.9,1036,21.5,756,343.6,G17113,2014-2018,ZCTA5 17113,5444,3538,50.750442807868,32.98219446257108
40342,ky,21952,12121,245,2,1000,8.3,1012,8.3,1025,8.5,755,308.2,G40342,2014-2018,ZCTA5 40342,20961,566,95.48560495626822,2.5783527696793005
49253,mi,2803,3112,0,0,755,24.3,774,24.9,792,25.4,755,Inf,G49253,2014-2018,ZCTA5 49253,2766,10,98.67998572957545,0.35676061362825545
32720,fl,31819,16464,930,5.6,1685,10.2,1820,11.1,1955,11.9,755,81.2,G32720,2014-2018,ZCTA5 32720,26366,3733,82.8624406800968,11.73198403469625
25678,wv,1409,1776,214,12,968,54.5,970,54.6,972,54.7,754,352.3,G25678,2014-2018,ZCTA5 25678,1367,29,97.01916252661462,2.0581973030518097
45659,oh,2574,2943,356,12.1,1110,37.7,1120,38.1,1130,38.4,754,211.8,G45659,2014-2018,ZCTA5 45659,2561,13,99.4949494949495,0.5050505050505051
30060,ga,40705,13209,130,1,884,6.7,926,7,967,7.3,754,580,G30060,2014-2018,ZCTA5 30060,18150,12572,44.589116816115954,30.885640584694755
28205,nc,48539,15101,293,1.9,1047,6.9,1078,7.1,1110,7.4,754,257.3,G28205,2014-2018,ZCTA5 28205,25519,13871,52.574218669523475,28.577020540184183
