year,state,state_po,county,FIPS,office,candidate,party,candidatevotes,totalvotes,version,
2016,Alabama,AL,Autauga,1001,President,Donald Trump,republican,18172,24973,20191203,
2016,Alabama,AL,Baldwin,1003,President,Donald Trump,republican,72883,95215,20191203,
2016,Alabama,AL,Barbour,1005,President,Donald Trump,republican,5454,10469,20191203,
2016,Alabama,AL,Bibb,1007,President,Donald Trump,republican,6738,8819,20191203,
2016,Alabama,AL,Blount,1009,President,Donald Trump,republican,22859,25588,20191203,
2016,Alabama,AL,Bullock,1011,President,Hillary Clinton,democrat,3530,4710,20191203,
2016,Alabama,AL,Butler,1013,President,Donald Trump,republican,4901,8732,20191203,
2016,Alabama,AL,Calhoun,1015,President,Donald Trump,republican,32865,47864,20191203,
2016,Alabama,AL,Chambers,1017,President,Donald Trump,republican,7843,13900,20191203,
2016,Alabama,AL,Cherokee,1019,President,Donald Trump,republican,8953,10733,20191203,
2016,Alabama,AL,Chilton,1021,President,Donald Trump,republican,15081,18369,20191203,
2016,Alabama,AL,Choctaw,1023,President,Donald Trump,republican,4106,7292,20191203,
2016,Alabama,AL,Clarke,1025,President,Donald Trump,republican,7140,13031,20191203,
2016,Alabama,AL,Clay,1027,President,Donald Trump,republican,5245,6624,20191203,
2016,Alabama,AL,Cleburne,1029,President,Donald Trump,republican,5764,6593,20191203,
2016,Alabama,AL,Coffee,1031,President,Donald Trump,republican,15875,20767,20191203,
2016,Alabama,AL,Colbert,1033,President,Donald Trump,republican,16746,24915,20191203,
2016,Alabama,AL,Conecuh,1035,President,Donald Trump,republican,3420,6585,20191203,
2016,Alabama,AL,Coosa,1037,President,Donald Trump,republican,3381,5252,20191203,
2016,Alabama,AL,Covington,1039,President,Donald Trump,republican,13267,15940,20191203,
2016,Alabama,AL,Crenshaw,1041,President,Donald Trump,republican,4513,6267,20191203,
2016,Alabama,AL,Cullman,1043,President,Donald Trump,republican,32989,37873,20191203,
2016,Alabama,AL,Dale,1045,President,Donald Trump,republican,13808,18749,20191203,
2016,Alabama,AL,Dallas,1047,President,Hillary Clinton,democrat,12836,18792,20191203,
2016,Alabama,AL,DeKalb,1049,President,Donald Trump,republican,21405,25826,20191203,
2016,Alabama,AL,Elmore,1051,President,Donald Trump,republican,27634,37260,20191203,
2016,Alabama,AL,Escambia,1053,President,Donald Trump,republican,9935,14845,20191203,
2016,Alabama,AL,Etowah,1055,President,Donald Trump,republican,32353,44164,20191203,
2016,Alabama,AL,Fayette,1057,President,Donald Trump,republican,6712,8249,20191203,
2016,Alabama,AL,Franklin,1059,President,Donald Trump,republican,9466,12040,20191203,
2016,Alabama,AL,Geneva,1061,President,Donald Trump,republican,9994,11758,20191203,
2016,Alabama,AL,Greene,1063,President,Hillary Clinton,democrat,4013,4880,20191203,
2016,Alabama,AL,Hale,1065,President,Hillary Clinton,democrat,4775,8040,20191203,
2016,Alabama,AL,Henry,1067,President,Donald Trump,republican,5632,8072,20191203,
2016,Alabama,AL,Houston,1069,President,Donald Trump,republican,30728,42639,20191203,
2016,Alabama,AL,Jackson,1071,President,Donald Trump,republican,16672,20984,20191203,
2016,Alabama,AL,Jefferson,1073,President,Hillary Clinton,democrat,156873,304191,20191203,
2016,Alabama,AL,Lamar,1075,President,Donald Trump,republican,5823,6966,20191203,
2016,Alabama,AL,Lauderdale,1077,President,Donald Trump,republican,27899,39525,20191203,
2016,Alabama,AL,Lawrence,1079,President,Donald Trump,republican,10833,14829,20191203,
2016,Alabama,AL,Lee,1081,President,Donald Trump,republican,34617,59191,20191203,
2016,Alabama,AL,Limestone,1083,President,Donald Trump,republican,29067,40294,20191203,
2016,Alabama,AL,Lowndes,1085,President,Hillary Clinton,democrat,4883,6684,20191203,
2016,Alabama,AL,Macon,1087,President,Hillary Clinton,democrat,7566,9140,20191203,
2016,Alabama,AL,Madison,1089,President,Donald Trump,republican,89520,163389,20191203,
2016,Alabama,AL,Marengo,1091,President,Hillary Clinton,democrat,5615,10994,20191203,
2016,Alabama,AL,Marion,1093,President,Donald Trump,republican,11274,12984,20191203,
2016,Alabama,AL,Marshall,1095,President,Donald Trump,republican,29233,35316,20191203,
2016,Alabama,AL,Mobile,1097,President,Donald Trump,republican,95116,172737,20191203,
2016,Alabama,AL,Monroe,1099,President,Donald Trump,republican,5795,10271,20191203,
2016,Alabama,AL,Montgomery,1101,President,Hillary Clinton,democrat,58916,95878,20191203,
2016,Alabama,AL,Morgan,1103,President,Donald Trump,republican,37486,50644,20191203,
2016,Alabama,AL,Perry,1105,President,Hillary Clinton,democrat,3824,5278,20191203,
2016,Alabama,AL,Pickens,1107,President,Donald Trump,republican,5456,9542,20191203,
2016,Alabama,AL,Pike,1109,President,Donald Trump,republican,7693,13168,20191203,
2016,Alabama,AL,Randolph,1111,President,Donald Trump,republican,7705,10187,20191203,
2016,Alabama,AL,Russell,1113,President,Hillary Clinton,democrat,9579,19256,20191203,
2016,Alabama,AL,Shelby,1117,President,Donald Trump,republican,73020,101254,20191203,
2016,Alabama,AL,St. Clair,1115,President,Donald Trump,republican,31651,38400,20191203,
2016,Alabama,AL,Sumter,1119,President,Hillary Clinton,democrat,4746,6411,20191203,
2016,Alabama,AL,Talladega,1121,President,Donald Trump,republican,20614,33407,20191203,
2016,Alabama,AL,Tallapoosa,1123,President,Donald Trump,republican,13594,19486,20191203,
2016,Alabama,AL,Tuscaloosa,1125,President,Donald Trump,republican,47723,82700,20191203,
2016,Alabama,AL,Walker,1127,President,Donald Trump,republican,24266,29472,20191203,
2016,Alabama,AL,Washington,1129,President,Donald Trump,republican,6042,8533,20191203,
2016,Alabama,AL,Wilcox,1131,President,Hillary Clinton,democrat,4339,6118,20191203,
2016,Alabama,AL,Winston,1133,President,Donald Trump,republican,9228,10313,20191203,
2016,Alaska,AK,District 1,2001,President,Donald Trump,republican,3180,6638,20191203,
2016,Alaska,AK,District 10,2010,President,Donald Trump,republican,6255,9040,20191203,
2016,Alaska,AK,District 11,2011,President,Donald Trump,republican,6444,9689,20191203,
2016,Alaska,AK,District 12,2012,President,Donald Trump,republican,6629,9543,20191203,
2016,Alaska,AK,District 13,2013,President,Donald Trump,republican,4028,6533,20191203,
2016,Alaska,AK,District 14,2014,President,Donald Trump,republican,5978,10420,20191203,
2016,Alaska,AK,District 15,2015,President,Donald Trump,republican,2525,4982,20191203,
2016,Alaska,AK,District 16,2016,President,Hillary Clinton,democrat,3294,7436,20191203,
2016,Alaska,AK,District 17,2017,President,Hillary Clinton,democrat,3290,6788,20191203,
2016,Alaska,AK,District 18,2018,President,Hillary Clinton,democrat,3909,7402,20191203,
2016,Alaska,AK,District 19,2019,President,Hillary Clinton,democrat,2669,4792,20191203,
2016,Alaska,AK,District 2,2002,President,Donald Trump,republican,3188,5492,20191203,
2016,Alaska,AK,District 20,2020,President,Hillary Clinton,democrat,4151,7140,20191203,
2016,Alaska,AK,District 21,2021,President,Hillary Clinton,democrat,4224,8647,20191203,
2016,Alaska,AK,District 22,2022,President,Donald Trump,republican,4203,8372,20191203,
2016,Alaska,AK,District 23,2023,President,Donald Trump,republican,3246,6924,20191203,
2016,Alaska,AK,District 24,2024,President,Donald Trump,republican,4709,9080,20191203,
2016,Alaska,AK,District 25,2025,President,Donald Trump,republican,3816,8127,20191203,
2016,Alaska,AK,District 26,2026,President,Donald Trump,republican,4548,8905,20191203,
2016,Alaska,AK,District 27,2027,President,Donald Trump,republican,4085,8783,20191203,
2016,Alaska,AK,District 28,2028,President,Donald Trump,republican,5423,11427,20191203,
2016,Alaska,AK,District 29,2029,President,Donald Trump,republican,6347,9394,20191203,
2016,Alaska,AK,District 3,2003,President,Donald Trump,republican,5403,7613,20191203,
2016,Alaska,AK,District 30,2030,President,Donald Trump,republican,6194,8950,20191203,
2016,Alaska,AK,District 31,2031,President,Donald Trump,republican,5617,10182,20191203,
2016,Alaska,AK,District 32,2032,President,Donald Trump,republican,3764,7472,20191203,
2016,Alaska,AK,District 33,2033,President,Hillary Clinton,democrat,5978,9934,20191203,
2016,Alaska,AK,District 34,2034,President,Hillary Clinton,democrat,4220,9431,20191203,
2016,Alaska,AK,District 35,2035,President,Donald Trump,republican,4105,9042,20191203,
2016,Alaska,AK,District 36,2036,President,Donald Trump,republican,4460,8264,20191203,
2016,Alaska,AK,District 37,2037,President,Hillary Clinton,democrat,2421,5062,20191203,
2016,Alaska,AK,District 38,2038,President,Hillary Clinton,democrat,2758,5095,20191203,
2016,Alaska,AK,District 39,2039,President,Hillary Clinton,democrat,3142,5639,20191203,
2016,Alaska,AK,District 4,2004,President,Hillary Clinton,democrat,4162,9521,20191203,
2016,Alaska,AK,District 40,2040,President,Hillary Clinton,democrat,2338,4610,20191203,
2016,Alaska,AK,District 5,2005,President,Donald Trump,republican,3683,7906,20191203,
2016,Alaska,AK,District 6,2006,President,Donald Trump,republican,4929,8460,20191203,
2016,Alaska,AK,District 7,2007,President,Donald Trump,republican,5935,8294,20191203,
2016,Alaska,AK,District 8,2008,President,Donald Trump,republican,6126,8073,20191203,
2016,Alaska,AK,District 9,2009,President,Donald Trump,republican,6100,8954,20191203,
2016,Alaska,NA,District 99,2099,President,Hillary Clinton,democrat,274,5056,20191203,
2016,Arizona,AZ,Apache,4001,President,Hillary Clinton,democrat,17083,27661,20191203,
2016,Arizona,AZ,Cochise,4003,President,Donald Trump,republican,28092,50015,20191203,
2016,Arizona,AZ,Coconino,4005,President,Hillary Clinton,democrat,32404,59784,20191203,
2016,Arizona,AZ,Gila,4007,President,Donald Trump,republican,14182,36697,20191203,
2016,Arizona,AZ,Graham,4009,President,Donald Trump,republican,8025,20306,20191203,
2016,Arizona,AZ,Greenlee,4011,President,Donald Trump,republican,1892,5192,20191203,
2016,Arizona,AZ,La Paz,4012,President,Donald Trump,republican,4003,5951,20191203,
2016,Arizona,AZ,Maricopa,4013,President,Donald Trump,republican,747361,1567834,20191203,
2016,Arizona,AZ,Mohave,4015,President,Donald Trump,republican,58282,79943,20191203,
2016,Arizona,AZ,Navajo,4017,President,Donald Trump,republican,20577,40294,20191203,
2016,Arizona,AZ,Pima,4019,President,Hillary Clinton,democrat,224661,421640,20191203,
2016,Arizona,AZ,Pinal,4021,President,Donald Trump,republican,72819,129546,20191203,
2016,Arizona,AZ,Santa Cruz,4023,President,Hillary Clinton,democrat,11690,16433,20191203,
2016,Arizona,AZ,Yavapai,4025,President,Donald Trump,republican,71330,114450,20191203,
2016,Arizona,AZ,Yuma,4027,President,Donald Trump,republican,25165,53010,20191203,
2016,Arkansas,AR,Arkansas,5001,President,Donald Trump,republican,3826,6212,20191203,
2016,Arkansas,AR,Ashley,5003,President,Donald Trump,republican,5338,8083,20191203,
2016,Arkansas,AR,Baxter,5005,President,Donald Trump,republican,14682,19766,20191203,
2016,Arkansas,AR,Benton,5007,President,Donald Trump,republican,60871,96824,20191203,
2016,Arkansas,AR,Boone,5009,President,Donald Trump,republican,12235,16111,20191203,
2016,Arkansas,AR,Bradley,5011,President,Donald Trump,republican,2164,3653,20191203,
2016,Arkansas,AR,Calhoun,5013,President,Donald Trump,republican,1556,2269,20191203,
2016,Arkansas,AR,Carroll,5015,President,Donald Trump,republican,6786,10758,20191203,
2016,Arkansas,AR,Chicot,5017,President,Hillary Clinton,democrat,2350,4176,20191203,
2016,Arkansas,AR,Clark,5019,President,Donald Trump,republican,4404,8526,20191203,
2016,Arkansas,AR,Clay,5021,President,Donald Trump,republican,3781,5200,20191203,
2016,Arkansas,AR,Cleburne,5023,President,Donald Trump,republican,9458,12085,20191203,
2016,Arkansas,AR,Cleveland,5025,President,Donald Trump,republican,2462,3354,20191203,
2016,Arkansas,AR,Columbia,5027,President,Donald Trump,republican,5456,8887,20191203,
2016,Arkansas,AR,Conway,5029,President,Donald Trump,republican,4849,7927,20191203,
2016,Arkansas,AR,Craighead,5031,President,Donald Trump,republican,22892,35573,20191203,
2016,Arkansas,AR,Crawford,5033,President,Donald Trump,republican,16686,22450,20191203,
2016,Arkansas,AR,Crittenden,5035,President,Hillary Clinton,democrat,8410,15952,20191203,
2016,Arkansas,AR,Cross,5037,President,Donald Trump,republican,4584,6874,20191203,
2016,Arkansas,AR,Dallas,5039,President,Donald Trump,republican,1509,2771,20191203,
2016,Arkansas,AR,Desha,5041,President,Hillary Clinton,democrat,2228,4257,20191203,
2016,Arkansas,AR,Drew,5043,President,Donald Trump,republican,3968,6595,20191203,
2016,Arkansas,AR,Faulkner,5045,President,Donald Trump,republican,29346,47527,20191203,
2016,Arkansas,AR,Franklin,5047,President,Donald Trump,republican,5039,6770,20191203,
2016,Arkansas,AR,Fulton,5049,President,Donald Trump,republican,3471,4772,20191203,
2016,Arkansas,AR,Garland,5051,President,Donald Trump,republican,26087,40805,20191203,
2016,Arkansas,AR,Grant,5053,President,Donald Trump,republican,5725,7445,20191203,
2016,Arkansas,AR,Greene,5055,President,Donald Trump,republican,10720,14600,20191203,
2016,Arkansas,AR,Hempstead,5057,President,Donald Trump,republican,4401,7049,20191203,
2016,Arkansas,AR,Hot Spring,5059,President,Donald Trump,republican,8172,11944,20191203,
2016,Arkansas,AR,Howard,5061,President,Donald Trump,republican,3157,4674,20191203,
2016,Arkansas,AR,Independence,5063,President,Donald Trump,republican,9936,13614,20191203,
2016,Arkansas,AR,Izard,5065,President,Donald Trump,republican,4042,5448,20191203,
2016,Arkansas,AR,Jackson,5067,President,Donald Trump,republican,3267,5156,20191203,
2016,Arkansas,AR,Jefferson,5069,President,Hillary Clinton,democrat,15772,25894,20191203,
2016,Arkansas,AR,Johnson,5071,President,Donald Trump,republican,6091,9112,20191203,
2016,Arkansas,AR,Lafayette,5073,President,Donald Trump,republican,1758,2860,20191203,
2016,Arkansas,AR,Lawrence,5075,President,Donald Trump,republican,4064,5685,20191203,
2016,Arkansas,AR,Lee,5077,President,Hillary Clinton,democrat,1735,3026,20191203,
2016,Arkansas,AR,Lincoln,5079,President,Donald Trump,republican,2455,3826,20191203,
2016,Arkansas,AR,Little River,5081,President,Donald Trump,republican,3605,5227,20191203,
2016,Arkansas,AR,Logan,5083,President,Donald Trump,republican,5746,7921,20191203,
2016,Arkansas,AR,Lonoke,5085,President,Donald Trump,republican,19958,27100,20191203,
2016,Arkansas,AR,Madison,5087,President,Donald Trump,republican,4928,6841,20191203,
2016,Arkansas,AR,Marion,5089,President,Donald Trump,republican,5336,7107,20191203,
2016,Arkansas,AR,Miller,5091,President,Donald Trump,republican,11294,16091,20191203,
2016,Arkansas,AR,Mississippi,5093,President,Donald Trump,republican,7061,13204,20191203,
2016,Arkansas,AR,Monroe,5095,President,Donald Trump,republican,1489,2884,20191203,
2016,Arkansas,AR,Montgomery,5097,President,Donald Trump,republican,2643,3559,20191203,
2016,Arkansas,AR,Nevada,5099,President,Donald Trump,republican,2000,3246,20191203,
2016,Arkansas,AR,Newton,5101,President,Donald Trump,republican,2875,3753,20191203,
2016,Arkansas,AR,Ouachita,5103,President,Donald Trump,republican,5351,9935,20191203,
2016,Arkansas,AR,Perry,5105,President,Donald Trump,republican,3008,4306,20191203,
2016,Arkansas,AR,Phillips,5107,President,Hillary Clinton,democrat,4310,6953,20191203,
2016,Arkansas,AR,Pike,5109,President,Donald Trump,republican,3150,3981,20191203,
2016,Arkansas,AR,Poinsett,5111,President,Donald Trump,republican,5502,7722,20191203,
2016,Arkansas,AR,Polk,5113,President,Donald Trump,republican,6618,8231,20191203,
2016,Arkansas,AR,Pope,5115,President,Donald Trump,republican,16256,22569,20191203,
2016,Arkansas,AR,Prairie,5117,President,Donald Trump,republican,2505,3444,20191203,
2016,Arkansas,AR,Pulaski,5119,President,Hillary Clinton,democrat,89574,159776,20191203,
2016,Arkansas,AR,Randolph,5121,President,Donald Trump,republican,4509,6379,20191203,
2016,Arkansas,AR,Saline,5125,President,Donald Trump,republican,35863,52100,20191203,
2016,Arkansas,AR,Scott,5127,President,Donald Trump,republican,2731,3510,20191203,
2016,Arkansas,AR,Searcy,5129,President,Donald Trump,republican,2955,3728,20191203,
2016,Arkansas,AR,Sebastian,5131,President,Donald Trump,republican,29127,44637,20191203,
2016,Arkansas,AR,Sevier,5133,President,Donald Trump,republican,3282,4562,20191203,
2016,Arkansas,AR,Sharp,5135,President,Donald Trump,republican,5407,7249,20191203,
2016,Arkansas,AR,St. Francis,5123,President,Hillary Clinton,democrat,4031,7430,20191203,
2016,Arkansas,AR,Stone,5137,President,Donald Trump,republican,4113,5618,20191203,
2016,Arkansas,AR,Union,5139,President,Donald Trump,republican,10456,16894,20191203,
2016,Arkansas,AR,Van Buren,5141,President,Donald Trump,republican,5382,7339,20191203,
2016,Arkansas,AR,Washington,5143,President,Donald Trump,republican,41476,81861,20191203,
2016,Arkansas,AR,White,5145,President,Donald Trump,republican,21077,27219,20191203,
2016,Arkansas,AR,Woodruff,5147,President,Donald Trump,republican,1347,2571,20191203,
2016,Arkansas,AR,Yell,5149,President,Donald Trump,republican,4608,6439,20191203,
2016,California,CA,Alameda,6001,President,Hillary Clinton,democrat,514842,654266,20191203,
2016,California,CA,Alpine,6003,President,Hillary Clinton,democrat,334,602,20191203,
2016,California,CA,Amador,6005,President,Donald Trump,republican,10485,17734,20191203,
2016,California,CA,Butte,6007,President,Donald Trump,republican,45144,95564,20191203,
2016,California,CA,Calaveras,6009,President,Donald Trump,republican,13511,23136,20191203,
2016,California,CA,Colusa,6011,President,Donald Trump,republican,3551,6632,20191203,
2016,California,CA,Contra Costa,6013,President,Hillary Clinton,democrat,319287,466175,20191203,
2016,California,CA,Del Norte,6015,President,Donald Trump,republican,5134,9558,20191203,
2016,California,CA,El Dorado,6017,President,Donald Trump,republican,49247,93591,20191203,
2016,California,CA,Fresno,6019,President,Hillary Clinton,democrat,141341,282319,20191203,
2016,California,CA,Glenn,6021,President,Donald Trump,republican,5788,9470,20191203,
2016,California,CA,Humboldt,6023,President,Hillary Clinton,democrat,33200,59246,20191203,
2016,California,CA,Imperial,6025,President,Hillary Clinton,democrat,32667,48091,20191203,
2016,California,CA,Inyo,6027,President,Donald Trump,republican,4248,8086,20191203,
2016,California,CA,Kern,6029,President,Donald Trump,republican,129584,244163,20191203,
2016,California,CA,Kings,6031,President,Donald Trump,republican,18093,33915,20191203,
2016,California,CA,Lake,6033,President,Hillary Clinton,democrat,11496,24496,20191203,
2016,California,CA,Lassen,6035,President,Donald Trump,republican,7574,10524,20191203,
2016,California,CA,Los Angeles,6037,President,Hillary Clinton,democrat,2464364,3434308,20191203,
2016,California,CA,Madera,6039,President,Donald Trump,republican,23357,43112,20191203,
2016,California,CA,Marin,6041,President,Hillary Clinton,democrat,108707,139273,20191203,
2016,California,CA,Mariposa,6043,President,Donald Trump,republican,5185,8877,20191203,
2016,California,CA,Mendocino,6045,President,Hillary Clinton,democrat,22079,37477,20191203,
2016,California,CA,Merced,6047,President,Hillary Clinton,democrat,37317,70789,20191203,
2016,California,CA,Modoc,6049,President,Donald Trump,republican,2696,3788,20191203,
2016,California,CA,Mono,6051,President,Hillary Clinton,democrat,2773,5276,20191203,
2016,California,CA,Monterey,6053,President,Hillary Clinton,democrat,89088,133408,20191203,
2016,California,CA,Napa,6055,President,Hillary Clinton,democrat,39199,61372,20191203,
2016,California,CA,Nevada,6057,President,Hillary Clinton,democrat,26053,54935,20191203,
2016,California,CA,Orange,6059,President,Hillary Clinton,democrat,609961,1197521,20191203,
2016,California,CA,Placer,6061,President,Donald Trump,republican,95138,182839,20191203,
2016,California,CA,Plumas,6063,President,Donald Trump,republican,5420,9676,20191203,
2016,California,CA,Riverside,6065,President,Hillary Clinton,democrat,373695,751391,20191203,
2016,California,CA,Sacramento,6067,President,Hillary Clinton,democrat,326023,559330,20191203,
2016,California,CA,San Benito,6069,President,Hillary Clinton,democrat,12521,21924,20191203,
2016,California,CA,San Bernardino,6071,President,Hillary Clinton,democrat,340833,653983,20191203,
2016,California,CA,San Diego,6073,President,Hillary Clinton,democrat,735476,1306400,20191203,
2016,California,CA,San Francisco,6075,President,Hillary Clinton,democrat,345084,405792,20191203,
2016,California,CA,San Joaquin,6077,President,Hillary Clinton,democrat,121124,224166,20191203,
2016,California,CA,San Luis Obispo,6079,President,Hillary Clinton,democrat,67107,135009,20191203,
2016,California,CA,San Mateo,6081,President,Hillary Clinton,democrat,237882,314384,20191203,
2016,California,CA,Santa Barbara,6083,President,Hillary Clinton,democrat,107142,176786,20191203,
2016,California,CA,Santa Clara,6085,President,Hillary Clinton,democrat,511684,703709,20191203,
2016,California,CA,Santa Cruz,6087,President,Hillary Clinton,democrat,95249,128821,20191203,
2016,California,CA,Shasta,6089,President,Donald Trump,republican,51778,80053,20191203,
2016,California,CA,Sierra,6091,President,Donald Trump,republican,1048,1830,20191203,
2016,California,CA,Siskiyou,6093,President,Donald Trump,republican,11341,20492,20191203,
2016,California,CA,Solano,6095,President,Hillary Clinton,democrat,102360,166113,20191203,
2016,California,CA,Sonoma,6097,President,Hillary Clinton,democrat,160435,231253,20191203,
2016,California,CA,Stanislaus,6099,President,Hillary Clinton,democrat,81647,172146,20191203,
2016,California,CA,Sutter,6101,President,Donald Trump,republican,18176,33523,20191203,
2016,California,CA,Tehama,6103,President,Donald Trump,republican,15494,23908,20191203,
2016,California,CA,Trinity,6105,President,Donald Trump,republican,2812,5686,20191203,
2016,California,CA,Tulare,6107,President,Donald Trump,republican,58299,112334,20191203,
2016,California,CA,Tuolumne,6109,President,Donald Trump,republican,14551,25529,20191203,
2016,California,CA,Ventura,6111,President,Hillary Clinton,democrat,194402,351726,20191203,
2016,California,CA,Yolo,6113,President,Hillary Clinton,democrat,54752,82090,20191203,
2016,California,CA,Yuba,6115,President,Donald Trump,republican,13170,22998,20191203,
2016,Colorado,CO,Adams,8001,President,Hillary Clinton,democrat,96558,193665,20191203,
2016,Colorado,CO,Alamosa,8003,President,Hillary Clinton,democrat,3189,6939,20191203,
2016,Colorado,CO,Arapahoe,8005,President,Hillary Clinton,democrat,159885,303046,20191203,
2016,Colorado,CO,Archuleta,8007,President,Donald Trump,republican,4264,7339,20191203,
2016,Colorado,CO,Baca,8009,President,Donald Trump,republican,1753,2153,20191203,
2016,Colorado,CO,Bent,8011,President,Donald Trump,republican,1188,1927,20191203,
2016,Colorado,CO,Boulder,8013,President,Hillary Clinton,democrat,132334,188142,20191203,
2016,Colorado,CO,Broomfield,8014,President,Hillary Clinton,democrat,19731,37689,20191203,
2016,Colorado,CO,Chaffee,8015,President,Donald Trump,republican,5391,11250,20191203,
2016,Colorado,CO,Cheyenne,8017,President,Donald Trump,republican,925,1102,20191203,
2016,Colorado,CO,Clear Creek,8019,President,Hillary Clinton,democrat,2729,5866,20191203,
2016,Colorado,CO,Conejos,8021,President,Donald Trump,republican,1914,4022,20191203,
2016,Colorado,CO,Costilla,8023,President,Hillary Clinton,democrat,1125,1848,20191203,
2016,Colorado,CO,Crowley,8025,President,Donald Trump,republican,1079,1527,20191203,
2016,Colorado,CO,Custer,8027,President,Donald Trump,republican,2061,3066,20191203,
2016,Colorado,CO,Delta,8029,President,Donald Trump,republican,11655,16790,20191203,
2016,Colorado,CO,Denver,8031,President,Hillary Clinton,democrat,244551,331852,20191203,
2016,Colorado,CO,Dolores,8033,President,Donald Trump,republican,944,1255,20191203,
2016,Colorado,CO,Douglas,8035,President,Donald Trump,republican,102573,187499,20191203,
2016,Colorado,CO,Eagle,8037,President,Hillary Clinton,democrat,14099,25223,20191203,
2016,Colorado,CO,El Paso,8041,President,Donald Trump,republican,179228,318967,20191203,
2016,Colorado,CO,Elbert,8039,President,Donald Trump,republican,11705,15978,20191203,
2016,Colorado,CO,Fremont,8043,President,Donald Trump,republican,15122,21973,20191203,
2016,Colorado,CO,Garfield,8045,President,Donald Trump,republican,13132,26470,20191203,
2016,Colorado,CO,Gilpin,8047,President,Hillary Clinton,democrat,1634,3576,20191203,
2016,Colorado,CO,Grand,8049,President,Donald Trump,republican,4494,8588,20191203,
2016,Colorado,CO,Gunnison,8051,President,Hillary Clinton,democrat,5128,9412,20191203,
2016,Colorado,CO,Hinsdale,8053,President,Donald Trump,republican,339,589,20191203,
2016,Colorado,CO,Huerfano,8055,President,Donald Trump,republican,1883,3783,20191203,
2016,Colorado,CO,Jackson,8057,President,Donald Trump,republican,629,861,20191203,
2016,Colorado,CO,Jefferson,8059,President,Hillary Clinton,democrat,160776,328882,20191203,
2016,Colorado,CO,Kiowa,8061,President,Donald Trump,republican,728,855,20191203,
2016,Colorado,CO,Kit Carson,8063,President,Donald Trump,republican,2967,3702,20191203,
2016,Colorado,CO,La Plata,8067,President,Hillary Clinton,democrat,15525,31150,20191203,
2016,Colorado,CO,Lake,8065,President,Hillary Clinton,democrat,1616,3199,20191203,
2016,Colorado,CO,Larimer,8069,President,Hillary Clinton,democrat,93113,195980,20191203,
2016,Colorado,CO,Las Animas,8071,President,Donald Trump,republican,3710,6793,20191203,
2016,Colorado,CO,Lincoln,8073,President,Donald Trump,republican,1892,2436,20191203,
2016,Colorado,CO,Logan,8075,President,Donald Trump,republican,7282,9722,20191203,
2016,Colorado,CO,Mesa,8077,President,Donald Trump,republican,49779,77653,20191203,
2016,Colorado,CO,Mineral,8079,President,Donald Trump,republican,344,652,20191203,
2016,Colorado,CO,Moffat,8081,President,Donald Trump,republican,5305,6525,20191203,
2016,Colorado,CO,Montezuma,8083,President,Donald Trump,republican,7853,12858,20191203,
2016,Colorado,CO,Montrose,8085,President,Donald Trump,republican,14382,21186,20191203,
2016,Colorado,CO,Morgan,8087,President,Donald Trump,republican,8145,11960,20191203,
2016,Colorado,CO,Otero,8089,President,Donald Trump,republican,4928,8452,20191203,
2016,Colorado,CO,Ouray,8091,President,Hillary Clinton,democrat,1697,3310,20191203,
2016,Colorado,CO,Park,8093,President,Donald Trump,republican,6135,10417,20191203,
2016,Colorado,CO,Phillips,8095,President,Donald Trump,republican,1791,2332,20191203,
2016,Colorado,CO,Pitkin,8097,President,Hillary Clinton,democrat,7333,10523,20191203,
2016,Colorado,CO,Prowers,8099,President,Donald Trump,republican,3531,5016,20191203,
2016,Colorado,CO,Pueblo,8101,President,Donald Trump,republican,36265,78646,20191203,
2016,Colorado,CO,Rio Blanco,8103,President,Donald Trump,republican,2791,3450,20191203,
2016,Colorado,CO,Rio Grande,8105,President,Donald Trump,republican,3085,5534,20191203,
2016,Colorado,CO,Routt,8107,President,Hillary Clinton,democrat,7600,13986,20191203,
2016,Colorado,CO,Saguache,8109,President,Hillary Clinton,democrat,1417,2835,20191203,
2016,Colorado,CO,San Juan,8111,President,Hillary Clinton,democrat,265,506,20191203,
2016,Colorado,CO,San Miguel,8113,President,Hillary Clinton,democrat,2975,4329,20191203,
2016,Colorado,CO,Sedgwick,8115,President,Donald Trump,republican,1015,1364,20191203,
2016,Colorado,CO,Summit,8117,President,Hillary Clinton,democrat,9557,16174,20191203,
2016,Colorado,CO,Teller,8119,President,Donald Trump,republican,9745,14444,20191203,
2016,Colorado,CO,Washington,8121,President,Donald Trump,republican,2299,2733,20191203,
2016,Colorado,CO,Weld,8123,President,Donald Trump,republican,76651,135428,20191203,
2016,Colorado,CO,Yuma,8125,President,Donald Trump,republican,3850,4791,20191203,
2016,Connecticut,CT,Fairfield,9001,President,Hillary Clinton,democrat,243852,421209,20191203,
2016,Connecticut,CT,Hartford,9003,President,Hillary Clinton,democrat,240403,406864,20191203,
2016,Connecticut,CT,Litchfield,9005,President,Donald Trump,republican,53051,97442,20191203,
2016,Connecticut,CT,Middlesex,9007,President,Hillary Clinton,democrat,45357,88624,20191203,
2016,Connecticut,CT,New Haven,9009,President,Hillary Clinton,democrat,205609,379006,20191203,
2016,Connecticut,CT,New London,9011,President,Hillary Clinton,democrat,62278,123528,20191203,
2016,Connecticut,NA,Statewide writein,NA,President,Hillary Clinton,democrat,NA,5056,20191203,
