year,state,state_po,county,FIPS,office,candidate,party,candidatevotes,totalvotes,version,
2016,Iowa,IA,Franklin,19069,President,Donald Trump,republican,3163,4968,20191203,
2016,Iowa,IA,Fremont,19071,President,Donald Trump,republican,2407,3595,20191203,
2016,Iowa,IA,Greene,19073,President,Donald Trump,republican,2820,4821,20191203,
2016,Iowa,IA,Grundy,19075,President,Donald Trump,republican,4527,6872,20191203,
2016,Iowa,IA,Guthrie,19077,President,Donald Trump,republican,3628,5750,20191203,
2016,Iowa,IA,Hamilton,19079,President,Donald Trump,republican,4463,7694,20191203,
2016,Iowa,IA,Hancock,19081,President,Donald Trump,republican,3977,5871,20191203,
2016,Iowa,IA,Hardin,19083,President,Donald Trump,republican,5254,8533,20191203,
2016,Iowa,IA,Harrison,19085,President,Donald Trump,republican,4902,7465,20191203,
2016,Iowa,IA,Henry,19087,President,Donald Trump,republican,5779,9404,20191203,
2016,Iowa,IA,Howard,19089,President,Donald Trump,republican,2611,4559,20191203,
2016,Iowa,IA,Humboldt,19091,President,Donald Trump,republican,3568,5087,20191203,
2016,Iowa,IA,Ida,19093,President,Donald Trump,republican,2655,3612,20191203,
2016,Iowa,IA,Iowa,19095,President,Donald Trump,republican,5205,8904,20191203,
2016,Iowa,IA,Jackson,19097,President,Donald Trump,republican,5824,10310,20191203,
2016,Iowa,IA,Jasper,19099,President,Donald Trump,republican,10560,19034,20191203,
2016,Iowa,IA,Jefferson,19101,President,Donald Trump,republican,3748,8156,20191203,
2016,Iowa,IA,Johnson,19103,President,Hillary Clinton,democrat,50200,76940,20191203,
2016,Iowa,IA,Jones,19105,President,Donald Trump,republican,5720,10133,20191203,
2016,Iowa,IA,Keokuk,19107,President,Donald Trump,republican,3390,4985,20191203,
2016,Iowa,IA,Kossuth,19109,President,Donald Trump,republican,5653,8607,20191203,
2016,Iowa,IA,Lee,19111,President,Donald Trump,republican,8803,16151,20191203,
2016,Iowa,IA,Linn,19113,President,Hillary Clinton,democrat,58935,117098,20191203,
2016,Iowa,IA,Louisa,19115,President,Donald Trump,republican,3069,5008,20191203,
2016,Iowa,IA,Lucas,19117,President,Donald Trump,republican,2877,4354,20191203,
2016,Iowa,IA,Lyon,19119,President,Donald Trump,republican,5192,6377,20191203,
2016,Iowa,IA,Madison,19121,President,Donald Trump,republican,5360,8636,20191203,
2016,Iowa,IA,Mahaska,19123,President,Donald Trump,republican,7432,10632,20191203,
2016,Iowa,IA,Marion,19125,President,Donald Trump,republican,10962,17816,20191203,
2016,Iowa,IA,Marshall,19127,President,Donald Trump,republican,9146,17980,20191203,
2016,Iowa,IA,Mills,19129,President,Donald Trump,republican,5067,7698,20191203,
2016,Iowa,IA,Mitchell,19131,President,Donald Trump,republican,3190,5417,20191203,
2016,Iowa,IA,Monona,19133,President,Donald Trump,republican,3120,4572,20191203,
2016,Iowa,IA,Monroe,19135,President,Donald Trump,republican,2638,3865,20191203,
2016,Iowa,IA,Montgomery,19137,President,Donald Trump,republican,3436,5044,20191203,
2016,Iowa,IA,Muscatine,19139,President,Donald Trump,republican,9584,19434,20191203,
2016,Iowa,IA,O'Brien,19141,President,Donald Trump,republican,5752,7406,20191203,
2016,Iowa,IA,Osceola,19143,President,Donald Trump,republican,2531,3213,20191203,
2016,Iowa,IA,Page,19145,President,Donald Trump,republican,4893,7044,20191203,
2016,Iowa,IA,Palo Alto,19147,President,Donald Trump,republican,3081,4703,20191203,
2016,Iowa,IA,Plymouth,19149,President,Donald Trump,republican,9680,13190,20191203,
2016,Iowa,IA,Pocahontas,19151,President,Donald Trump,republican,2702,3865,20191203,
2016,Iowa,IA,Polk,19153,President,Hillary Clinton,democrat,119804,231555,20191203,
2016,Iowa,IA,Pottawattamie,19155,President,Donald Trump,republican,24447,42680,20191203,
2016,Iowa,IA,Poweshiek,19157,President,Donald Trump,republican,4946,9833,20191203,
2016,Iowa,IA,Ringgold,19159,President,Donald Trump,republican,1824,2707,20191203,
2016,Iowa,IA,Sac,19161,President,Donald Trump,republican,3703,5212,20191203,
2016,Iowa,IA,Scott,19163,President,Hillary Clinton,democrat,40440,86220,20191203,
2016,Iowa,IA,Shelby,19165,President,Donald Trump,republican,4362,6370,20191203,
2016,Iowa,IA,Sioux,19167,President,Donald Trump,republican,14785,18194,20191203,
2016,Iowa,IA,Story,19169,President,Hillary Clinton,democrat,25709,50667,20191203,
2016,Iowa,IA,Tama,19171,President,Donald Trump,republican,4971,8752,20191203,
2016,Iowa,IA,Taylor,19173,President,Donald Trump,republican,2111,3029,20191203,
2016,Iowa,IA,Union,19175,President,Donald Trump,republican,3525,5832,20191203,
2016,Iowa,IA,Van Buren,19177,President,Donald Trump,republican,2527,3561,20191203,
2016,Iowa,IA,Wapello,19179,President,Donald Trump,republican,8715,15149,20191203,
2016,Iowa,IA,Warren,19181,President,Donald Trump,republican,14814,27300,20191203,
2016,Iowa,IA,Washington,19183,President,Donald Trump,republican,6173,10929,20191203,
2016,Iowa,IA,Wayne,19185,President,Donald Trump,republican,2069,2940,20191203,
2016,Iowa,IA,Webster,19187,President,Donald Trump,republican,10056,17430,20191203,
2016,Iowa,IA,Winnebago,19189,President,Donald Trump,republican,3447,5787,20191203,
2016,Iowa,IA,Winneshiek,19191,President,Donald Trump,republican,5344,11362,20191203,
2016,Iowa,IA,Woodbury,19193,President,Donald Trump,republican,24727,43718,20191203,
2016,Iowa,IA,Worth,19195,President,Donald Trump,republican,2453,4257,20191203,
2016,Iowa,IA,Wright,19197,President,Donald Trump,republican,3800,6026,20191203,
2016,Kansas,KS,Allen,20001,President,Donald Trump,republican,3651,5454,20191203,
2016,Kansas,KS,Anderson,20003,President,Donald Trump,republican,2435,3350,20191203,
2016,Kansas,KS,Atchison,20005,President,Donald Trump,republican,4049,6575,20191203,
2016,Kansas,KS,Barber,20007,President,Donald Trump,republican,1850,2252,20191203,
2016,Kansas,KS,Barton,20009,President,Donald Trump,republican,7888,10269,20191203,
2016,Kansas,KS,Bourbon,20011,President,Donald Trump,republican,4424,6093,20191203,
2016,Kansas,KS,Brown,20013,President,Donald Trump,republican,2906,4036,20191203,
2016,Kansas,KS,Butler,20015,President,Donald Trump,republican,19073,27657,20191203,
2016,Kansas,KS,Chase,20017,President,Donald Trump,republican,969,1369,20191203,
2016,Kansas,KS,Chautauqua,20019,President,Donald Trump,republican,1236,1481,20191203,
2016,Kansas,KS,Cherokee,20021,President,Donald Trump,republican,6182,8620,20191203,
2016,Kansas,KS,Cheyenne,20023,President,Donald Trump,republican,1173,1407,20191203,
2016,Kansas,KS,Clark,20025,President,Donald Trump,republican,825,1005,20191203,
2016,Kansas,KS,Clay,20027,President,Donald Trump,republican,2891,3820,20191203,
2016,Kansas,KS,Cloud,20029,President,Donald Trump,republican,2919,3930,20191203,
2016,Kansas,KS,Coffey,20031,President,Donald Trump,republican,3050,4068,20191203,
2016,Kansas,KS,Comanche,20033,President,Donald Trump,republican,715,867,20191203,
2016,Kansas,KS,Cowley,20035,President,Donald Trump,republican,8270,12621,20191203,
2016,Kansas,KS,Crawford,20037,President,Donald Trump,republican,8624,14891,20191203,
2016,Kansas,KS,Decatur,20039,President,Donald Trump,republican,1210,1452,20191203,
2016,Kansas,KS,Dickinson,20041,President,Donald Trump,republican,6029,8210,20191203,
2016,Kansas,KS,Doniphan,20043,President,Donald Trump,republican,2606,3378,20191203,
2016,Kansas,KS,Douglas,20045,President,Hillary Clinton,democrat,31195,50087,20191203,
2016,Kansas,KS,Edwards,20047,President,Donald Trump,republican,1037,1319,20191203,
2016,Kansas,KS,Elk,20049,President,Donald Trump,republican,1048,1259,20191203,
2016,Kansas,KS,Ellis,20051,President,Donald Trump,republican,8466,11947,20191203,
2016,Kansas,KS,Ellsworth,20053,President,Donald Trump,republican,1969,2679,20191203,
2016,Kansas,KS,Finney,20055,President,Donald Trump,republican,6350,10159,20191203,
2016,Kansas,KS,Ford,20057,President,Donald Trump,republican,5114,7718,20191203,
2016,Kansas,KS,Franklin,20059,President,Donald Trump,republican,7185,10965,20191203,
2016,Kansas,KS,Geary,20061,President,Donald Trump,republican,4274,7504,20191203,
2016,Kansas,KS,Gove,20063,President,Donald Trump,republican,1140,1343,20191203,
2016,Kansas,KS,Graham,20065,President,Donald Trump,republican,1025,1284,20191203,
2016,Kansas,KS,Grant,20067,President,Donald Trump,republican,1804,2389,20191203,
2016,Kansas,KS,Gray,20069,President,Donald Trump,republican,1698,2066,20191203,
2016,Kansas,KS,Greeley,20071,President,Donald Trump,republican,534,650,20191203,
2016,Kansas,KS,Greenwood,20073,President,Donald Trump,republican,2160,2840,20191203,
2016,Kansas,KS,Hamilton,20075,President,Donald Trump,republican,705,876,20191203,
2016,Kansas,KS,Harper,20077,President,Donald Trump,republican,1996,2578,20191203,
2016,Kansas,KS,Harvey,20079,President,Donald Trump,republican,8668,14916,20191203,
2016,Kansas,KS,Haskell,20081,President,Donald Trump,republican,1040,1354,20191203,
2016,Kansas,KS,Hodgeman,20083,President,Donald Trump,republican,855,1017,20191203,
2016,Kansas,KS,Jackson,20085,President,Donald Trump,republican,3939,5818,20191203,
2016,Kansas,KS,Jefferson,20087,President,Donald Trump,republican,5213,8337,20191203,
2016,Kansas,KS,Jewell,20089,President,Donald Trump,republican,1223,1494,20191203,
2016,Kansas,KS,Johnson,20091,President,Donald Trump,republican,137490,290090,20191203,
2016,Kansas,KS,Kearny,20093,President,Donald Trump,republican,1075,1316,20191203,
2016,Kansas,KS,Kingman,20095,President,Donald Trump,republican,2530,3334,20191203,
2016,Kansas,KS,Kiowa,20097,President,Donald Trump,republican,900,1079,20191203,
2016,Kansas,KS,Labette,20099,President,Donald Trump,republican,5335,8107,20191203,
2016,Kansas,KS,Lane,20101,President,Donald Trump,republican,718,871,20191203,
2016,Kansas,KS,Leavenworth,20103,President,Donald Trump,republican,17638,30301,20191203,
2016,Kansas,KS,Lincoln,20105,President,Donald Trump,republican,1179,1464,20191203,
2016,Kansas,KS,Linn,20107,President,Donald Trump,republican,3484,4427,20191203,
2016,Kansas,KS,Logan,20109,President,Donald Trump,republican,1132,1357,20191203,
2016,Kansas,KS,Lyon,20111,President,Donald Trump,republican,6552,12288,20191203,
2016,Kansas,KS,Marion,20115,President,Donald Trump,republican,4003,5624,20191203,
2016,Kansas,KS,Marshall,20117,President,Donald Trump,republican,3307,4673,20191203,
2016,Kansas,KS,McPherson,20113,President,Donald Trump,republican,8549,12742,20191203,
2016,Kansas,KS,Meade,20119,President,Donald Trump,republican,1415,1720,20191203,
2016,Kansas,KS,Miami,20121,President,Donald Trump,republican,10003,15022,20191203,
2016,Kansas,KS,Mitchell,20123,President,Donald Trump,republican,2308,2942,20191203,
2016,Kansas,KS,Montgomery,20125,President,Donald Trump,republican,8679,12004,20191203,
2016,Kansas,KS,Morris,20127,President,Donald Trump,republican,1820,2624,20191203,
2016,Kansas,KS,Morton,20129,President,Donald Trump,republican,995,1192,20191203,
2016,Kansas,KS,Nemaha,20131,President,Donald Trump,republican,4124,5122,20191203,
2016,Kansas,KS,Neosho,20133,President,Donald Trump,republican,4431,6314,20191203,
2016,Kansas,KS,Ness,20135,President,Donald Trump,republican,1228,1454,20191203,
2016,Kansas,KS,Norton,20137,President,Donald Trump,republican,1840,2234,20191203,
2016,Kansas,KS,Osage,20139,President,Donald Trump,republican,4826,7046,20191203,
2016,Kansas,KS,Osborne,20141,President,Donald Trump,republican,1460,1788,20191203,
2016,Kansas,KS,Ottawa,20143,President,Donald Trump,republican,2283,2903,20191203,
2016,Kansas,KS,Pawnee,20145,President,Donald Trump,republican,1904,2661,20191203,
2016,Kansas,KS,Phillips,20147,President,Donald Trump,republican,2233,2664,20191203,
2016,Kansas,KS,Pottawatomie,20149,President,Donald Trump,republican,7612,10693,20191203,
2016,Kansas,KS,Pratt,20151,President,Donald Trump,republican,2838,3842,20191203,
2016,Kansas,KS,Rawlins,20153,President,Donald Trump,republican,1220,1472,20191203,
2016,Kansas,KS,Reno,20155,President,Donald Trump,republican,15513,24210,20191203,
2016,Kansas,KS,Republic,20157,President,Donald Trump,republican,2024,2529,20191203,
2016,Kansas,KS,Rice,20159,President,Donald Trump,republican,2837,3804,20191203,
2016,Kansas,KS,Riley,20161,President,Donald Trump,republican,10107,21532,20191203,
2016,Kansas,KS,Rooks,20163,President,Donald Trump,republican,2031,2419,20191203,
2016,Kansas,KS,Rush,20165,President,Donald Trump,republican,1197,1503,20191203,
2016,Kansas,KS,Russell,20167,President,Donald Trump,republican,2574,3193,20191203,
2016,Kansas,KS,Saline,20169,President,Donald Trump,republican,13828,22064,20191203,
2016,Kansas,KS,Scott,20171,President,Donald Trump,republican,1865,2202,20191203,
2016,Kansas,KS,Sedgwick,20173,President,Donald Trump,republican,104353,188783,20191203,
2016,Kansas,KS,Seward,20175,President,Donald Trump,republican,3159,5038,20191203,
2016,Kansas,KS,Shawnee,20177,President,Donald Trump,republican,35934,75406,20191203,
2016,Kansas,KS,Sheridan,20179,President,Donald Trump,republican,1197,1374,20191203,
2016,Kansas,KS,Sherman,20181,President,Donald Trump,republican,2089,2612,20191203,
2016,Kansas,KS,Smith,20183,President,Donald Trump,republican,1661,2042,20191203,
2016,Kansas,KS,Stafford,20185,President,Donald Trump,republican,1490,1896,20191203,
2016,Kansas,KS,Stanton,20187,President,Donald Trump,republican,492,637,20191203,
2016,Kansas,KS,Stevens,20189,President,Donald Trump,republican,1599,1891,20191203,
2016,Kansas,KS,Sumner,20191,President,Donald Trump,republican,6984,9722,20191203,
2016,Kansas,KS,Thomas,20193,President,Donald Trump,republican,2908,3576,20191203,
2016,Kansas,KS,Trego,20195,President,Donald Trump,republican,1227,1482,20191203,
2016,Kansas,KS,Wabaunsee,20197,President,Donald Trump,republican,2372,3380,20191203,
2016,Kansas,KS,Wallace,20199,President,Donald Trump,republican,721,798,20191203,
2016,Kansas,KS,Washington,20201,President,Donald Trump,republican,2194,2765,20191203,
2016,Kansas,KS,Wichita,20203,President,Donald Trump,republican,769,956,20191203,
2016,Kansas,KS,Wilson,20205,President,Donald Trump,republican,2788,3591,20191203,
2016,Kansas,KS,Woodson,20207,President,Donald Trump,republican,1082,1443,20191203,
2016,Kansas,KS,Wyandotte,20209,President,Hillary Clinton,democrat,30146,48781,20191203,
2016,Kentucky,KY,Adair,21001,President,Donald Trump,republican,6637,8233,20191203,
2016,Kentucky,KY,Allen,21003,President,Donald Trump,republican,6466,8096,20191203,
2016,Kentucky,KY,Anderson,21005,President,Donald Trump,republican,8242,11422,20191203,
2016,Kentucky,KY,Ballard,21007,President,Donald Trump,republican,3161,4101,20191203,
2016,Kentucky,KY,Barren,21009,President,Donald Trump,republican,13483,18488,20191203,
2016,Kentucky,KY,Bath,21011,President,Donald Trump,republican,3082,4587,20191203,
2016,Kentucky,KY,Bell,21013,President,Donald Trump,republican,7764,9718,20191203,
2016,Kentucky,KY,Boone,21015,President,Donald Trump,republican,39082,57618,20191203,
2016,Kentucky,KY,Bourbon,21017,President,Donald Trump,republican,5569,8803,20191203,
2016,Kentucky,KY,Boyd,21019,President,Donald Trump,republican,13591,20454,20191203,
2016,Kentucky,KY,Boyle,21021,President,Donald Trump,republican,8040,12946,20191203,
2016,Kentucky,KY,Bracken,21023,President,Donald Trump,republican,2711,3527,20191203,
2016,Kentucky,KY,Breathitt,21025,President,Donald Trump,republican,3991,5738,20191203,
2016,Kentucky,KY,Breckinridge,21027,President,Donald Trump,republican,6484,8774,20191203,
2016,Kentucky,KY,Bullitt,21029,President,Donald Trump,republican,26210,36069,20191203,
2016,Kentucky,KY,Butler,21031,President,Donald Trump,republican,4428,5576,20191203,
2016,Kentucky,KY,Caldwell,21033,President,Donald Trump,republican,4507,5975,20191203,
2016,Kentucky,KY,Calloway,21035,President,Donald Trump,republican,10367,16049,20191203,
2016,Kentucky,KY,Campbell,21037,President,Donald Trump,republican,25050,42510,20191203,
2016,Kentucky,KY,Carlisle,21039,President,Donald Trump,republican,2094,2601,20191203,
2016,Kentucky,KY,Carroll,21041,President,Donald Trump,republican,2588,3855,20191203,
2016,Kentucky,KY,Carter,21043,President,Donald Trump,republican,7587,10278,20191203,
2016,Kentucky,KY,Casey,21045,President,Donald Trump,republican,5482,6439,20191203,
2016,Kentucky,KY,Christian,21047,President,Donald Trump,republican,14108,22083,20191203,
2016,Kentucky,KY,Clark,21049,President,Donald Trump,republican,10710,16205,20191203,
2016,Kentucky,KY,Clay,21051,President,Donald Trump,republican,5861,6767,20191203,
2016,Kentucky,KY,Clinton,21053,President,Donald Trump,republican,3809,4462,20191203,
2016,Kentucky,KY,Crittenden,21055,President,Donald Trump,republican,3290,4037,20191203,
2016,Kentucky,KY,Cumberland,21057,President,Donald Trump,republican,2502,3066,20191203,
2016,Kentucky,KY,Daviess,21059,President,Donald Trump,republican,28907,45807,20191203,
2016,Kentucky,KY,Edmonson,21061,President,Donald Trump,republican,4135,5244,20191203,
2016,Kentucky,KY,Elliott,21063,President,Donald Trump,republican,2000,2855,20191203,
2016,Kentucky,KY,Estill,21065,President,Donald Trump,republican,4236,5545,20191203,
2016,Kentucky,KY,Fayette,21067,President,Hillary Clinton,democrat,69778,136315,20191203,
2016,Kentucky,KY,Fleming,21069,President,Donald Trump,republican,4722,6260,20191203,
2016,Kentucky,KY,Floyd,21071,President,Donald Trump,republican,11993,16540,20191203,
2016,Kentucky,KY,Franklin,21073,President,Donald Trump,republican,11819,23865,20191203,
2016,Kentucky,KY,Fulton,21075,President,Donald Trump,republican,1549,2382,20191203,
2016,Kentucky,KY,Gallatin,21077,President,Donald Trump,republican,2443,3338,20191203,
2016,Kentucky,KY,Garrard,21079,President,Donald Trump,republican,5904,7623,20191203,
2016,Kentucky,KY,Grant,21081,President,Donald Trump,republican,7268,9559,20191203,
2016,Kentucky,KY,Graves,21083,President,Donald Trump,republican,12671,16606,20191203,
2016,Kentucky,KY,Grayson,21085,President,Donald Trump,republican,8219,10576,20191203,
2016,Kentucky,KY,Green,21087,President,Donald Trump,republican,4372,5333,20191203,
2016,Kentucky,KY,Greenup,21089,President,Donald Trump,republican,11546,16277,20191203,
2016,Kentucky,KY,Hancock,21091,President,Donald Trump,republican,2788,4295,20191203,
2016,Kentucky,KY,Hardin,21093,President,Donald Trump,republican,26971,43156,20191203,
2016,Kentucky,KY,Harlan,21095,President,Donald Trump,republican,9129,10757,20191203,
2016,Kentucky,KY,Harrison,21097,President,Donald Trump,republican,5435,7781,20191203,
2016,Kentucky,KY,Hart,21099,President,Donald Trump,republican,5320,7264,20191203,
2016,Kentucky,KY,Henderson,21101,President,Donald Trump,republican,12159,19710,20191203,
2016,Kentucky,KY,Henry,21103,President,Donald Trump,republican,4944,7149,20191203,
2016,Kentucky,KY,Hickman,21105,President,Donald Trump,republican,1657,2157,20191203,
2016,Kentucky,KY,Hopkins,21107,President,Donald Trump,republican,15277,20345,20191203,
2016,Kentucky,KY,Jackson,21109,President,Donald Trump,republican,4889,5501,20191203,
2016,Kentucky,KY,Jefferson,21111,President,Hillary Clinton,democrat,190836,353099,20191203,
2016,Kentucky,KY,Jessamine,21113,President,Donald Trump,republican,15474,23326,20191203,
2016,Kentucky,KY,Johnson,21115,President,Donald Trump,republican,8043,9572,20191203,
2016,Kentucky,KY,Kenton,21117,President,Donald Trump,republican,42958,71998,20191203,
2016,Kentucky,KY,Knott,21119,President,Donald Trump,republican,4357,5763,20191203,
2016,Kentucky,KY,Knox,21121,President,Donald Trump,republican,9885,12012,20191203,
2016,Kentucky,KY,Larue,21123,President,Donald Trump,republican,4799,6367,20191203,
2016,Kentucky,KY,Laurel,21125,President,Donald Trump,republican,20592,24833,20191203,
2016,Kentucky,KY,Lawrence,21127,President,Donald Trump,republican,4816,6042,20191203,
2016,Kentucky,KY,Lee,21129,President,Donald Trump,republican,2151,2667,20191203,
2016,Kentucky,KY,Leslie,21131,President,Donald Trump,republican,4015,4492,20191203,
2016,Kentucky,KY,Letcher,21133,President,Donald Trump,republican,7293,9134,20191203,
2016,Kentucky,KY,Lewis,21135,President,Donald Trump,republican,4363,5298,20191203,
2016,Kentucky,KY,Lincoln,21137,President,Donald Trump,republican,7338,9561,20191203,
2016,Kentucky,KY,Livingston,21139,President,Donald Trump,republican,3570,4645,20191203,
2016,Kentucky,KY,Logan,21141,President,Donald Trump,republican,7778,10899,20191203,
2016,Kentucky,KY,Lyon,21143,President,Donald Trump,republican,2789,3962,20191203,
2016,Kentucky,KY,Madison,21151,President,Donald Trump,republican,23431,37371,20191203,
2016,Kentucky,KY,Magoffin,21153,President,Donald Trump,republican,3824,5116,20191203,
2016,Kentucky,KY,Marion,21155,President,Donald Trump,republican,5122,8111,20191203,
2016,Kentucky,KY,Marshall,21157,President,Donald Trump,republican,12322,16698,20191203,
2016,Kentucky,KY,Martin,21159,President,Donald Trump,republican,3503,3953,20191203,
2016,Kentucky,KY,Mason,21161,President,Donald Trump,republican,4944,7219,20191203,
2016,Kentucky,KY,McCracken,21145,President,Donald Trump,republican,20774,31307,20191203,
2016,Kentucky,KY,McCreary,21147,President,Donald Trump,republican,5012,5776,20191203,
2016,Kentucky,KY,McLean,21149,President,Donald Trump,republican,3381,4566,20191203,
2016,Kentucky,KY,Meade,21163,President,Donald Trump,republican,8660,12231,20191203,
2016,Kentucky,KY,Menifee,21165,President,Donald Trump,republican,2010,2779,20191203,
2016,Kentucky,KY,Mercer,21167,President,Donald Trump,republican,7740,10585,20191203,
2016,Kentucky,KY,Metcalfe,21169,President,Donald Trump,republican,3491,4620,20191203,
2016,Kentucky,KY,Monroe,21171,President,Donald Trump,republican,4278,4991,20191203,
2016,Kentucky,KY,Montgomery,21173,President,Donald Trump,republican,7856,11452,20191203,
2016,Kentucky,KY,Morgan,21175,President,Donald Trump,republican,3628,4775,20191203,
2016,Kentucky,KY,Muhlenberg,21177,President,Donald Trump,republican,9393,13060,20191203,
2016,Kentucky,KY,Nelson,21179,President,Donald Trump,republican,13431,20802,20191203,
2016,Kentucky,KY,Nicholas,21181,President,Donald Trump,republican,1957,2841,20191203,
2016,Kentucky,KY,Ohio,21183,President,Donald Trump,republican,7942,10398,20191203,
2016,Kentucky,KY,Oldham,21185,President,Donald Trump,republican,20469,32853,20191203,
2016,Kentucky,KY,Owen,21187,President,Donald Trump,republican,3745,5001,20191203,
2016,Kentucky,KY,Owsley,21189,President,Donald Trump,republican,1474,1759,20191203,
2016,Kentucky,KY,Pendleton,21191,President,Donald Trump,republican,4604,6007,20191203,
2016,Kentucky,KY,Perry,21193,President,Donald Trump,republican,8158,10572,20191203,
2016,Kentucky,KY,Pike,21195,President,Donald Trump,republican,19747,24665,20191203,
2016,Kentucky,KY,Powell,21197,President,Donald Trump,republican,3513,4957,20191203,
2016,Kentucky,KY,Pulaski,21199,President,Donald Trump,republican,22902,28041,20191203,
2016,Kentucky,KY,Robertson,21201,President,Donald Trump,republican,759,1013,20191203,
2016,Kentucky,KY,Rockcastle,21203,President,Donald Trump,republican,5609,6691,20191203,
2016,Kentucky,KY,Rowan,21205,President,Donald Trump,republican,5174,8848,20191203,
2016,Kentucky,KY,Russell,21207,President,Donald Trump,republican,6863,8174,20191203,
2016,Kentucky,KY,Scott,21209,President,Donald Trump,republican,15052,24200,20191203,
2016,Kentucky,KY,Shelby,21211,President,Donald Trump,republican,13196,20580,20191203,
2016,Kentucky,KY,Simpson,21213,President,Donald Trump,republican,5077,7531,20191203,
2016,Kentucky,KY,Spencer,21215,President,Donald Trump,republican,7196,9515,20191203,
2016,Kentucky,KY,Taylor,21217,President,Donald Trump,republican,8320,11306,20191203,
2016,Kentucky,KY,Todd,21219,President,Donald Trump,republican,3612,4779,20191203,
2016,Kentucky,KY,Trigg,21221,President,Donald Trump,republican,4931,6751,20191203,
2016,Kentucky,KY,Trimble,21223,President,Donald Trump,republican,2771,3798,20191203,
2016,Kentucky,KY,Union,21225,President,Donald Trump,republican,4701,6211,20191203,
2016,Kentucky,KY,Warren,21227,President,Donald Trump,republican,28673,48454,20191203,
2016,Kentucky,KY,Washington,21229,President,Donald Trump,republican,4013,5636,20191203,
2016,Kentucky,KY,Wayne,21231,President,Donald Trump,republican,6371,7992,20191203,
2016,Kentucky,KY,Webster,21233,President,Donald Trump,republican,4397,5805,20191203,
2016,Kentucky,KY,Whitley,21235,President,Donald Trump,republican,11312,13774,20191203,
2016,Kentucky,KY,Wolfe,21237,President,Donald Trump,republican,1804,2635,20191203,
2016,Kentucky,KY,Woodford,21239,President,Donald Trump,republican,7697,13563,20191203,
2016,Louisiana,LA,Acadia,22001,President,Donald Trump,republican,21162,27389,20191203,
2016,Louisiana,LA,Allen,22003,President,Donald Trump,republican,6867,9245,20191203,
2016,Louisiana,LA,Ascension,22005,President,Donald Trump,republican,36143,54678,20191203,
2016,Louisiana,LA,Assumption,22007,President,Donald Trump,republican,6714,10904,20191203,
2016,Louisiana,LA,Avoyelles,22009,President,Donald Trump,republican,11165,16586,20191203,
2016,Louisiana,LA,Beauregard,22011,President,Donald Trump,republican,12238,15078,20191203,
2016,Louisiana,LA,Bienville,22013,President,Donald Trump,republican,3756,7005,20191203,
2016,Louisiana,LA,Bossier,22015,President,Donald Trump,republican,35474,49848,20191203,
2016,Louisiana,LA,Caddo,22017,President,Hillary Clinton,democrat,53483,105804,20191203,
2016,Louisiana,LA,Calcasieu,22019,President,Donald Trump,republican,54191,83785,20191203,
2016,Louisiana,LA,Caldwell,22021,President,Donald Trump,republican,3822,4692,20191203,
2016,Louisiana,LA,Cameron,22023,President,Donald Trump,republican,3256,3692,20191203,
2016,Louisiana,LA,Catahoula,22025,President,Donald Trump,republican,3479,4856,20191203,
2016,Louisiana,LA,Claiborne,22027,President,Donald Trump,republican,3585,6421,20191203,
2016,Louisiana,LA,Concordia,22029,President,Donald Trump,republican,5477,8872,20191203,
2016,Louisiana,LA,De Soto,22031,President,Donald Trump,republican,8068,13500,20191203,
2016,Louisiana,LA,East Baton Rouge,22033,President,Hillary Clinton,democrat,102828,196491,20191203,
2016,Louisiana,LA,East Carroll,22035,President,Hillary Clinton,democrat,1838,2939,20191203,
2016,Louisiana,LA,East Feliciana,22037,President,Donald Trump,republican,5569,10042,20191203,
2016,Louisiana,LA,Evangeline,22039,President,Donald Trump,republican,10360,14882,20191203,
2016,Louisiana,LA,Franklin,22041,President,Donald Trump,republican,6514,9162,20191203,
2016,Louisiana,LA,Grant,22043,President,Donald Trump,republican,7408,8821,20191203,
2016,Louisiana,LA,Iberia,22045,President,Donald Trump,republican,20903,32454,20191203,
2016,Louisiana,LA,Iberville,22047,President,Hillary Clinton,democrat,8324,16043,20191203,
2016,Louisiana,LA,Jackson,22049,President,Donald Trump,republican,5169,7464,20191203,
2016,Louisiana,LA,Jefferson,22051,President,Donald Trump,republican,100398,181639,20191203,
2016,Louisiana,LA,Jefferson Davis,22053,President,Donald Trump,republican,10775,14277,20191203,
2016,Louisiana,LA,La Salle,22059,President,Donald Trump,republican,5836,6569,20191203,
2016,Louisiana,LA,Lafayette,22055,President,Donald Trump,republican,68195,105603,20191203,
2016,Louisiana,LA,Lafourche,22057,President,Donald Trump,republican,31959,41645,20191203,
2016,Louisiana,LA,Lincoln,22061,President,Donald Trump,republican,10761,18669,20191203,
2016,Louisiana,LA,Livingston,22063,President,Donald Trump,republican,48824,57730,20191203,
2016,Louisiana,LA,Madison,22065,President,Hillary Clinton,democrat,2744,4732,20191203,
2016,Louisiana,LA,Morehouse,22067,President,Donald Trump,republican,6502,11852,20191203,
2016,Louisiana,LA,Natchitoches,22069,President,Donald Trump,republican,8968,16621,20191203,
2016,Louisiana,LA,Orleans,22071,President,Hillary Clinton,democrat,133996,165812,20191203,
2016,Louisiana,LA,Ouachita,22073,President,Donald Trump,republican,41734,68017,20191203,
